Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,3740,3.0,3,,,,,,,,,,
,,,,,3745,5.0,5,,,,,,,,,,
,,,,,3753,8.0,8,,,,,,,,,,
,,,,,3757,4.0,4,,,,,,,,,,
,,,,,3762,5.0,5,,,,,,,,,,
,,,,,3766,4.0,4,,,,,,,,,,
,,,,,3769,3.0,3,,,,,,,,,,
,,,,,3773,4.0,4,,,,,,,,,,
,,,,,3781,8.0,8,,,,,,,,,,
,,,,,3784,3.0,3,,,,,,,,,,
,,,,,3797,13.0,13,,,,,,,,,,
,,,,,3801,4.0,4,,,,,,,,,,
,,,,,3815,14.0,14,,,,,,,,,,
,,,,,3821,6.0,6,,,,,,,,,,
,,,,,3831,10.0,10,,,,,,,,,,
,,,,,3836,5.0,5,,,,,,,,,,
,,,,,3859,23.0,23,,,,,,,,,,
,,,,,3866,7.0,7,,,,,,,,,,
,,,,,3872,6.0,6,,,,,,,,,,
,,,,,3875,3.0,3,,,,,,,,,,
,,,,,3886,11.0,11,,,,,,,,,,
,,,,,3891,5.0,5,,,,,,,,,,
,,,,,3897,6.0,6,,,,,,,,,,
,,,,,3902,5.0,5,,,,,,,,,,
,,,,,3908,6.0,6,,,,,,,,,,
,,,,,3919,11.0,11,,,,,,,,,,
,,,,,3922,3.0,3,,,,,,,,,,
,,,,,3927,5.0,5,,,,,,,,,,
,,,,,3934,7.0,7,,,,,,,,,,
,,,,,3939,5.0,5,,,,,,,,,,
,,,,,3944,5.0,5,,,,,,,,,,
,,,,,3956,12.0,12,,,,,,,,,,
,,,,,3960,4.0,4,,,,,,,,,,
,,,,,3973,13.0,13,,,,,,,,,,
,,,,,3980,7.0,7,,,,,,,,,,
,,,,,3985,5.0,5,,,,,,,,,,
,,,,,3988,3.0,3,,,,,,,,,,
,,,,,3992,4.0,4,,,,,,,,,,
,,,,,4000,8.0,8,,,,,,,,,,
,,,,,4004,4.0,4,,,,,,,,,,
,,,,,4009,5.0,5,,,,,,,,,,
,,,,,4016,7.0,7,,,,,,,,,,
,,,,,4022,6.0,6,,,,,,,,,,
,,,,,4031,9.0,9,,,,,,,,,,
,,,,,4035,4.0,4,,,,,,,,,,
,,,,,4045,10.0,10,,,,,,,,,,
,,,,,4054,9.0,9,,,,,,,,,,
,,,,,4060,6.0,6,,,,,,,,,,
,,,,,4073,13.0,13,,,,,,,,,,
,,,,,4086,13.0,13,,,,,,,,,,
,,,,,4103,17.0,17,,,,,,,,,,
,,,,,4111,8.0,8,,,,,,,,,,
,,,,,4116,5.0,5,,,,,,,,,,
,,,,,4126,10.0,10,,,,,,,,,,
,,,,,4130,4.0,4,,,,,,,,,,
,,,,,4134,4.0,4,,,,,,,,,,
,,,,,4142,8.0,8,,,,,,,,,,
,,,,,4145,3.0,3,,,,,,,,,,
,,,,,4149,4.0,4,,,,,,,,,,
,,,,,4155,6.0,6,,,,,,,,,,
,,,,,4158,3.0,3,,,,,,,,,,
,,,,,4166,8.0,8,,,,,,,,,,
,,,,,4170,4.0,4,,,,,,,,,,
,,,,,4173,3.0,3,,,,,,,,,,
,,,,,4191,18.0,18,,,,,,,,,,
,,,,,4196,5.0,5,,,,,,,,,,
,,,,,4200,4.0,4,,,,,,,,,,
,,,,,4208,8.0,8,,,,,,,,,,
,,,,,4218,10.0,10,,,,,,,,,,
,,,,,4222,4.0,4,,,,,,,,,,
,,,,,4226,4.0,4,,,,,,,,,,
,,,,,4234,8.0,8,,,,,,,,,,
,,,,,4243,9.0,9,,,,,,,,,,
,,,,,4249,6.0,6,,,,,,,,,,
,,,,,4258,9.0,9,,,,,,,,,,
,,,,,4265,7.0,7,,,,,,,,,,
,,,,,4269,4.0,4,,,,,,,,,,
,,,,,4274,5.0,5,,,,,,,,,,
,,,,,4278,4.0,4,,,,,,,,,,
,,,,,4288,10.0,10,,,,,,,,,,
,,,,,4293,5.0,5,,,,,,,,,,
,,,,,4296,3.0,3,,,,,,,,,,
,,,,,4300,4.0,4,,,,,,,,,,
,,,,,4304,4.0,4,,,,,,,,,,
,,,,,4307,3.0,3,,,,,,,,,,
,,,,,4312,5.0,5,,,,,,,,,,
,,,,,4317,5.0,5,,,,,,,,,,
,,,,,4322,5.0,5,,,,,,,,,,
,,,,,4333,11.0,11,,,,,,,,,,
,,,,,4344,11.0,11,,,,,,,,,,
,,,,,4348,4.0,4,,,,,,,,,,
,,,,,4351,3.0,3,,,,,,,,,,
,,,,,4355,4.0,4,,,,,,,,,,
,,,,,4362,7.0,7,,,,,,,,,,
,,,,,4375,13.0,13,,,,,,,,,,
,,,,,4379,4.0,4,,,,,,,,,,
,,,,,4393,14.0,14,,,,,,,,,,
,,,,,4399,6.0,6,,,,,,,,,,
,,,,,4405,6.0,6,,,,,,,,,,
,,,,,4409,4.0,4,,,,,,,,,,
,,,,,4414,5.0,5,,,,,,,,,,
,,,,,4417,3.0,3,,,,,,,,,,
,,,,,4423,6.0,6,,,,,,,,,,
,,,,,4432,9.0,9,,,,,,,,,,
,,,,,4439,7.0,7,,,,,,,,,,
,,,,,4445,6.0,6,,,,,,,,,,
,,,,,4455,10.0,10,,,,,,,,,,
,,,,,4462,7.0,7,,,,,,,,,,
,,,,,4472,10.0,10,,,,,,,,,,
,,,,,4477,5.0,5,,,,,,,,,,
,,,,,4485,8.0,8,,,,,,,,,,
,,,,,4489,4.0,4,,,,,,,,,,
,,,,,4496,7.0,7,,,,,,,,,,
,,,,,4501,5.0,5,,,,,,,,,,
,,,,,4509,8.0,8,,,,,,,,,,
,,,,,4513,4.0,4,,,,,,,,,,
,,,,,4524,11.0,11,,,,,,,,,,
,,,,,4527,3.0,3,,,,,,,,,,
,,,,,4535,8.0,8,,,,,,,,,,
,,,,,4538,3.0,3,,,,,,,,,,
,,,,,4543,5.0,5,,,,,,,,,,
,,,,,4549,6.0,6,,,,,,,,,,
,,,,,4553,4.0,4,,,,,,,,,,
,,,,,4556,3.0,3,,,,,,,,,,
,,,,,4566,10.0,10,,,,,,,,,,
,,,,,4575,9.0,9,,,,,,,,,,
,,,,,4578,3.0,3,,,,,,,,,,
,,,,,4584,6.0,6,,,,,,,,,,
,,,,,4590,6.0,6,,,,,,,,,,
,,,,,4596,6.0,6,,,,,,,,,,
,,,,,4612,16.0,16,,,,,,,,,,
,,,,,4621,9.0,9,,,,,,,,,,
,,,,,4625,4.0,4,,,,,,,,,,
,,,,,4629,4.0,4,,,,,,,,,,
,,,,,4632,3.0,3,,,,,,,,,,
,,,,,4636,4.0,4,,,,,,,,,,
,,,,,4655,19.0,19,,,,,,,,,,
,,,,,4660,5.0,5,,,,,,,,,,
,,,,,4690,30.0,30,,,,,,,,,,
,,,,,4701,11.0,11,,,,,,,,,,
,,,,,4718,17.0,17,,,,,,,,,,
,,,,,4729,11.0,11,,,,,,,,,,
,,,,,4732,3.0,3,,,,,,,,,,
,,,,,4736,4.0,4,,,,,,,,,,
,,,,,4747,11.0,11,,,,,,,,,,
,,,,,4750,3.0,3,,,,,,,,,,
,,,,,4753,3.0,3,,,,,,,,,,
,,,,,4759,6.0,6,,,,,,,,,,
,,,,,4763,4.0,4,,,,,,,,,,
,,,,,4767,4.0,4,,,,,,,,,,
,,,,,4778,11.0,11,,,,,,,,,,
,,,,,4791,13.0,13,,,,,,,,,,
,,,,,4807,16.0,16,,,,,,,,,,
,,,,,4820,13.0,13,,,,,,,,,,
,,,,,4824,4.0,4,,,,,,,,,,
,,,,,4829,5.0,5,,,,,,,,,,
,,,,,4849,20.0,20,,,,,,,,,,
,,,,,4862,13.0,13,,,,,,,,,,
,,,,,4870,8.0,8,,,,,,,,,,
,,,,,4887,17.0,17,,,,,,,,,,
,,,,,4893,6.0,6,,,,,,,,,,
,,,,,4899,6.0,6,,,,,,,,,,
,,,,,4908,9.0,9,,,,,,,,,,
,,,,,4923,15.0,15,,,,,,,,,,
,,,,,4929,6.0,6,,,,,,,,,,
,,,,,4933,4.0,4,,,,,,,,,,
,,,,,4936,3.0,3,,,,,,,,,,
,,,,,4945,9.0,9,,,,,,,,,,
,,,,,4955,10.0,10,,,,,,,,,,
,,,,,4962,7.0,7,,,,,,,,,,
,,,,,4966,4.0,4,,,,,,,,,,
,,,,,4972,6.0,6,,,,,,,,,,
,,,,,4988,16.0,16,,,,,,,,,,
,,,,,4994,6.0,6,,,,,,,,,,
,,,,,4999,5.0,5,,,,,,,,,,
7.5,6.2809234,23.0,3.0,7.5,5000,,,-0.14009305834770203,0.6691720485687256,1.0932766199111938,0.05880142003297806,1.1026630401611328,0.10000000149011612,0.1677672564983368,0.0003,0.0003,0.09999001026153564
,,,,,5006,7.0,7,,,,,,,,,,
,,,,,5010,4.0,4,,,,,,,,,,
,,,,,5015,5.0,5,,,,,,,,,,
,,,,,5027,12.0,12,,,,,,,,,,
,,,,,5031,4.0,4,,,,,,,,,,
,,,,,5039,8.0,8,,,,,,,,,,
,,,,,5044,5.0,5,,,,,,,,,,
,,,,,5048,4.0,4,,,,,,,,,,
,,,,,5051,3.0,3,,,,,,,,,,
,,,,,5055,4.0,4,,,,,,,,,,
,,,,,5058,3.0,3,,,,,,,,,,
,,,,,5061,3.0,3,,,,,,,,,,
,,,,,5070,9.0,9,,,,,,,,,,
,,,,,5074,4.0,4,,,,,,,,,,
,,,,,5079,5.0,5,,,,,,,,,,
,,,,,5085,6.0,6,,,,,,,,,,
,,,,,5097,12.0,12,,,,,,,,,,
,,,,,5102,5.0,5,,,,,,,,,,
,,,,,5106,4.0,4,,,,,,,,,,
,,,,,5117,11.0,11,,,,,,,,,,
,,,,,5121,4.0,4,,,,,,,,,,
,,,,,5126,5.0,5,,,,,,,,,,
,,,,,5140,14.0,14,,,,,,,,,,
,,,,,5160,20.0,20,,,,,,,,,,
,,,,,5165,5.0,5,,,,,,,,,,
,,,,,5182,17.0,17,,,,,,,,,,
,,,,,5186,4.0,4,,,,,,,,,,
,,,,,5193,7.0,7,,,,,,,,,,
,,,,,5197,4.0,4,,,,,,,,,,
,,,,,5209,12.0,12,,,,,,,,,,
,,,,,5213,4.0,4,,,,,,,,,,
,,,,,5222,9.0,9,,,,,,,,,,
,,,,,5229,7.0,7,,,,,,,,,,
,,,,,5238,9.0,9,,,,,,,,,,
,,,,,5251,13.0,13,,,,,,,,,,
,,,,,5261,10.0,10,,,,,,,,,,
,,,,,5274,13.0,13,,,,,,,,,,
,,,,,5279,5.0,5,,,,,,,,,,
,,,,,5285,6.0,6,,,,,,,,,,
,,,,,5292,7.0,7,,,,,,,,,,
,,,,,5297,5.0,5,,,,,,,,,,
,,,,,5307,10.0,10,,,,,,,,,,
,,,,,5322,15.0,15,,,,,,,,,,
,,,,,5330,8.0,8,,,,,,,,,,
,,,,,5352,22.0,22,,,,,,,,,,
,,,,,5367,15.0,15,,,,,,,,,,
,,,,,5373,6.0,6,,,,,,,,,,
,,,,,5380,7.0,7,,,,,,,,,,
,,,,,5393,13.0,13,,,,,,,,,,
,,,,,5400,7.0,7,,,,,,,,,,
,,,,,5407,7.0,7,,,,,,,,,,
,,,,,5418,11.0,11,,,,,,,,,,
,,,,,5454,36.0,36,,,,,,,,,,
,,,,,5507,53.0,53,,,,,,,,,,
,,,,,5542,35.0,35,,,,,,,,,,
,,,,,5572,30.0,30,,,,,,,,,,
,,,,,5600,28.0,28,,,,,,,,,,
,,,,,5622,22.0,22,,,,,,,,,,
,,,,,5655,33.0,33,,,,,,,,,,
,,,,,5689,34.0,34,,,,,,,,,,
,,,,,5727,38.0,38,,,,,,,,,,
,,,,,5762,35.0,35,,,,,,,,,,
,,,,,5801,39.0,39,,,,,,,,,,
,,,,,5855,54.0,54,,,,,,,,,,
,,,,,5910,55.0,55,,,,,,,,,,
,,,,,5940,30.0,30,,,,,,,,,,
,,,,,6000,,,-4.859172344207764,-0.40815263986587524,0.6467494964599609,4.36234712600708,4.422801971435547,0.09287720918655396,0.04928348958492279,0.0003,0.0003,0.09287320077419281
,,,,,6051,111.0,111,,,,,,,,,,
,,,,,6101,50.0,50,,,,,,,,,,
,,,,,6153,52.0,52,,,,,,,,,,
,,,,,6191,38.0,38,,,,,,,,,,
,,,,,6251,60.0,60,,,,,,,,,,
,,,,,6297,46.0,46,,,,,,,,,,
,,,,,6350,53.0,53,,,,,,,,,,
,,,,,6405,55.0,55,,,,,,,,,,
,,,,,6479,74.0,74,,,,,,,,,,
,,,,,6555,76.0,76,,,,,,,,,,
,,,,,6610,55.0,55,,,,,,,,,,
,,,,,6670,60.0,60,,,,,,,,,,
,,,,,6758,88.0,88,,,,,,,,,,
,,,,,6826,68.0,68,,,,,,,,,,
,,,,,6915,89.0,89,,,,,,,,,,
,,,,,6988,73.0,73,,,,,,,,,,
,,,,,7000,,,-9.469989776611328,-0.9545058012008667,2.0799012184143066,8.260112762451172,8.294896125793457,0.09022917598485947,0.0010655918158590794,0.0003,0.0003,0.09022808074951172
,,,,,7081,93.0,93,,,,,,,,,,
,,,,,7158,77.0,77,,,,,,,,,,
,,,,,7248,90.0,90,,,,,,,,,,
,,,,,7337,89.0,89,,,,,,,,,,
,,,,,7413,76.0,76,,,,,,,,,,
,,,,,7513,100.0,100,,,,,,,,,,
,,,,,7603,90.0,90,,,,,,,,,,
,,,,,7683,80.0,80,,,,,,,,,,
,,,,,7779,96.0,96,,,,,,,,,,
,,,,,7918,139.0,139,,,,,,,,,,
,,,,,8000,,,-15.025434494018555,-0.7173546552658081,0.8469991683959961,13.530433654785156,13.570211410522461,0.08891487121582031,0.032976966351270676,0.0003,0.0003,0.08891217410564423
,,,,,8028,110.0,110,,,,,,,,,,
,,,,,8134,106.0,106,,,,,,,,,,
,,,,,8238,104.0,104,,,,,,,,,,
,,,,,8337,99.0,99,,,,,,,,,,
,,,,,8439,102.0,102,,,,,,,,,,
,,,,,8575,136.0,136,,,,,,,,,,
,,,,,8701,126.0,126,,,,,,,,,,
,,,,,8810,109.0,109,,,,,,,,,,
,,,,,8920,110.0,110,,,,,,,,,,
,,,,,9000,,,-19.537948608398438,-0.6691787242889404,1.3452932834625244,17.96385383605957,18.318994522094727,0.08347807824611664,0.03647313639521599,0.0003,0.0003,0.08346900343894958
,,,,,9039,119.0,119,,,,,,,,,,
,,,,,9168,129.0,129,,,,,,,,,,
,,,,,9248,80.0,80,,,,,,,,,,
,,,,,9348,100.0,100,,,,,,,,,,
,,,,,9420,72.0,72,,,,,,,,,,
,,,,,9498,78.0,78,,,,,,,,,,
,,,,,9574,76.0,76,,,,,,,,,,
,,,,,9650,76.0,76,,,,,,,,,,
,,,,,9729,79.0,79,,,,,,,,,,
,,,,,9815,86.0,86,,,,,,,,,,
,,,,,9885,70.0,70,,,,,,,,,,
,,,,,9981,96.0,96,,,,,,,,,,
73.2,4.707441,84.0,65.0,73.2,10000,,,-23.950395584106445,-0.744795024394989,6.925997257232666,21.208507537841797,21.157636642456055,0.07598304748535156,0.022597599774599075,0.0003,0.0003,0.07597645372152328
,,,,,10068,87.0,87,,,,,,,,,,
,,,,,10141,73.0,73,,,,,,,,,,
,,,,,10226,85.0,85,,,,,,,,,,
,,,,,10313,87.0,87,,,,,,,,,,
,,,,,10404,91.0,91,,,,,,,,,,
,,,,,10479,75.0,75,,,,,,,,,,
,,,,,10557,78.0,78,,,,,,,,,,
,,,,,10628,71.0,71,,,,,,,,,,
,,,,,10730,102.0,102,,,,,,,,,,
,,,,,10811,81.0,81,,,,,,,,,,
,,,,,10904,93.0,93,,,,,,,,,,
,,,,,11000,,,-27.434215545654297,-0.6440780758857727,1.2449525594711304,25.04607582092285,25.182209014892578,0.06941434741020203,0.021272998303174973,0.0003,0.0003,0.06940928101539612
,,,,,11005,101.0,101,,,,,,,,,,
,,,,,11075,70.0,70,,,,,,,,,,
,,,,,11149,74.0,74,,,,,,,,,,
,,,,,11224,75.0,75,,,,,,,,,,
,,,,,11287,63.0,63,,,,,,,,,,
,,,,,11352,65.0,65,,,,,,,,,,
,,,,,11423,71.0,71,,,,,,,,,,
,,,,,11487,64.0,64,,,,,,,,,,
,,,,,11546,59.0,59,,,,,,,,,,
,,,,,11602,56.0,56,,,,,,,,,,
,,,,,11663,61.0,61,,,,,,,,,,
,,,,,11721,58.0,58,,,,,,,,,,
,,,,,11782,61.0,61,,,,,,,,,,
,,,,,11845,63.0,63,,,,,,,,,,
,,,,,11908,63.0,63,,,,,,,,,,
,,,,,11970,62.0,62,,,,,,,,,,
,,,,,12000,,,-31.980730056762695,-0.9500197768211365,7.077939987182617,28.685882568359375,28.42215347290039,0.06405054777860641,0.01182420365512371,0.0003,0.0003,0.06404786556959152
,,,,,12029,59.0,59,,,,,,,,,,
,,,,,12089,60.0,60,,,,,,,,,,
,,,,,12148,59.0,59,,,,,,,,,,
,,,,,12213,65.0,65,,,,,,,,,,
,,,,,12273,60.0,60,,,,,,,,,,
,,,,,12332,59.0,59,,,,,,,,,,
,,,,,12392,60.0,60,,,,,,,,,,
,,,,,12452,60.0,60,,,,,,,,,,
,,,,,12508,56.0,56,,,,,,,,,,
,,,,,12565,57.0,57,,,,,,,,,,
,,,,,12625,60.0,60,,,,,,,,,,
,,,,,12686,61.0,61,,,,,,,,,,
,,,,,12743,57.0,57,,,,,,,,,,
,,,,,12805,62.0,62,,,,,,,,,,
,,,,,12862,57.0,57,,,,,,,,,,
,,,,,12924,62.0,62,,,,,,,,,,
,,,,,12984,60.0,60,,,,,,,,,,
,,,,,13000,,,-35.389190673828125,-0.5808826684951782,8.369458198547363,33.899173736572266,33.601051330566406,0.05983729660511017,0.020665980875492096,0.0003,0.0003,0.05983296036720276
,,,,,13044,60.0,60,,,,,,,,,,
,,,,,13098,54.0,54,,,,,,,,,,
,,,,,13155,57.0,57,,,,,,,,,,
,,,,,13211,56.0,56,,,,,,,,,,
,,,,,13269,58.0,58,,,,,,,,,,
,,,,,13328,59.0,59,,,,,,,,,,
,,,,,13385,57.0,57,,,,,,,,,,
,,,,,13439,54.0,54,,,,,,,,,,
,,,,,13495,56.0,56,,,,,,,,,,
,,,,,13557,62.0,62,,,,,,,,,,
,,,,,13614,57.0,57,,,,,,,,,,
,,,,,13673,59.0,59,,,,,,,,,,
,,,,,13729,56.0,56,,,,,,,,,,
,,,,,13784,55.0,55,,,,,,,,,,
,,,,,13843,59.0,59,,,,,,,,,,
,,,,,13897,54.0,54,,,,,,,,,,
,,,,,13950,53.0,53,,,,,,,,,,
,,,,,14000,,,-38.951229095458984,-0.8582251071929932,18.7845458984375,35.70817565917969,35.609588623046875,0.056783903390169144,0.0014720596373081207,0.0003,0.0003,0.056782279163599014
,,,,,14009,59.0,59,,,,,,,,,,
,,,,,14065,56.0,56,,,,,,,,,,
,,,,,14130,65.0,65,,,,,,,,,,
,,,,,14184,54.0,54,,,,,,,,,,
,,,,,14241,57.0,57,,,,,,,,,,
,,,,,14299,58.0,58,,,,,,,,,,
,,,,,14355,56.0,56,,,,,,,,,,
,,,,,14413,58.0,58,,,,,,,,,,
,,,,,14473,60.0,60,,,,,,,,,,
,,,,,14529,56.0,56,,,,,,,,,,
,,,,,14587,58.0,58,,,,,,,,,,
,,,,,14644,57.0,57,,,,,,,,,,
,,,,,14705,61.0,61,,,,,,,,,,
,,,,,14765,60.0,60,,,,,,,,,,
,,,,,14822,57.0,57,,,,,,,,,,
,,,,,14878,56.0,56,,,,,,,,,,
,,,,,14939,61.0,61,,,,,,,,,,
,,,,,14998,59.0,59,,,,,,,,,,
58.0,2.0,61.0,55.0,58.0,15000,,,-41.446617126464844,-0.8738346099853516,10.022466659545898,40.17958450317383,39.95054626464844,0.05550996959209442,0.010210388340055943,0.0003,0.0003,0.05550791695713997
,,,,,15051,53.0,53,,,,,,,,,,
,,,,,15110,59.0,59,,,,,,,,,,
,,,,,15168,58.0,58,,,,,,,,,,
,,,,,15228,60.0,60,,,,,,,,,,
,,,,,15288,60.0,60,,,,,,,,,,
,,,,,15346,58.0,58,,,,,,,,,,
,,,,,15405,59.0,59,,,,,,,,,,
,,,,,15461,56.0,56,,,,,,,,,,
,,,,,15519,58.0,58,,,,,,,,,,
,,,,,15580,61.0,61,,,,,,,,,,
,,,,,15643,63.0,63,,,,,,,,,,
,,,,,15702,59.0,59,,,,,,,,,,
,,,,,15761,59.0,59,,,,,,,,,,
,,,,,15820,59.0,59,,,,,,,,,,
,,,,,15882,62.0,62,,,,,,,,,,
,,,,,15938,56.0,56,,,,,,,,,,
,,,,,16000,62.0,62,,,,,,,,,,
,,,,,16000,,,-43.688072204589844,-0.8393533229827881,2.512834072113037,41.5692138671875,41.51005554199219,0.05465482920408249,0.007939755916595459,0.0003,0.0003,0.05465223267674446
,,,,,16056,56.0,56,,,,,,,,,,
,,,,,16113,57.0,57,,,,,,,,,,
,,,,,16174,61.0,61,,,,,,,,,,
,,,,,16231,57.0,57,,,,,,,,,,
,,,,,16292,61.0,61,,,,,,,,,,
,,,,,16352,60.0,60,,,,,,,,,,
,,,,,16415,63.0,63,,,,,,,,,,
,,,,,16477,62.0,62,,,,,,,,,,
,,,,,16535,58.0,58,,,,,,,,,,
,,,,,16598,63.0,63,,,,,,,,,,
,,,,,16661,63.0,63,,,,,,,,,,
,,,,,16721,60.0,60,,,,,,,,,,
,,,,,16786,65.0,65,,,,,,,,,,
,,,,,16850,64.0,64,,,,,,,,,,
,,,,,16918,68.0,68,,,,,,,,,,
,,,,,16985,67.0,67,,,,,,,,,,
,,,,,17000,,,-44.201446533203125,-0.980599582195282,6.84760046005249,43.20537185668945,43.18309783935547,0.05314602702856064,0.0021331836469471455,0.0003,0.0003,0.053145088255405426
,,,,,17047,62.0,62,,,,,,,,,,
,,,,,17114,67.0,67,,,,,,,,,,
,,,,,17181,67.0,67,,,,,,,,,,
,,,,,17252,71.0,71,,,,,,,,,,
,,,,,17316,64.0,64,,,,,,,,,,
,,,,,17384,68.0,68,,,,,,,,,,
,,,,,17448,64.0,64,,,,,,,,,,
,,,,,17515,67.0,67,,,,,,,,,,
,,,,,17582,67.0,67,,,,,,,,,,
,,,,,17653,71.0,71,,,,,,,,,,
,,,,,17722,69.0,69,,,,,,,,,,
,,,,,17792,70.0,70,,,,,,,,,,
,,,,,17859,67.0,67,,,,,,,,,,
,,,,,17930,71.0,71,,,,,,,,,,
,,,,,17999,69.0,69,,,,,,,,,,
,,,,,18000,,,-47.98155975341797,-0.8209804892539978,11.673139572143555,45.65392303466797,45.94414520263672,0.052429888397455215,0.010818840004503727,0.0003,0.0003,0.05243011564016342
,,,,,18065,66.0,66,,,,,,,,,,
,,,,,18134,69.0,69,,,,,,,,,,
,,,,,18208,74.0,74,,,,,,,,,,
,,,,,18280,72.0,72,,,,,,,,,,
,,,,,18348,68.0,68,,,,,,,,,,
,,,,,18418,70.0,70,,,,,,,,,,
,,,,,18491,73.0,73,,,,,,,,,,
,,,,,18561,70.0,70,,,,,,,,,,
,,,,,18634,73.0,73,,,,,,,,,,
,,,,,18700,66.0,66,,,,,,,,,,
,,,,,18769,69.0,69,,,,,,,,,,
,,,,,18844,75.0,75,,,,,,,,,,
,,,,,18913,69.0,69,,,,,,,,,,
,,,,,18996,83.0,83,,,,,,,,,,
,,,,,19000,,,-49.70616912841797,-1.071641445159912,10.219355583190918,45.943275451660156,45.617130279541016,0.05234132707118988,-0.0012953514233231544,0.0003,0.0003,0.05233985185623169
,,,,,19071,75.0,75,,,,,,,,,,
,,,,,19141,70.0,70,,,,,,,,,,
,,,,,19215,74.0,74,,,,,,,,,,
,,,,,19285,70.0,70,,,,,,,,,,
,,,,,19358,73.0,73,,,,,,,,,,
,,,,,19436,78.0,78,,,,,,,,,,
,,,,,19509,73.0,73,,,,,,,,,,
,,,,,19587,78.0,78,,,,,,,,,,
,,,,,19661,74.0,74,,,,,,,,,,
,,,,,19739,78.0,78,,,,,,,,,,
,,,,,19815,76.0,76,,,,,,,,,,
,,,,,19893,78.0,78,,,,,,,,,,
,,,,,19971,78.0,78,,,,,,,,,,
89.0,6.0,100.0,80.0,89.0,20000,,,-50.64638900756836,-0.9963038563728333,19.943571090698242,48.38177490234375,47.97944641113281,0.05134705454111099,-0.002541684079915285,0.0003,0.0003,0.051343996077775955
,,,,,20053,82.0,82,,,,,,,,,,
,,,,,20133,80.0,80,,,,,,,,,,
,,,,,20219,86.0,86,,,,,,,,,,
,,,,,20315,96.0,96,,,,,,,,,,
,,,,,20408,93.0,93,,,,,,,,,,
,,,,,20495,87.0,87,,,,,,,,,,
,,,,,20585,90.0,90,,,,,,,,,,
,,,,,20682,97.0,97,,,,,,,,,,
,,,,,20777,95.0,95,,,,,,,,,,
,,,,,21000,,,-53.46207809448242,-0.953162670135498,7.402488708496094,51.489959716796875,51.604766845703125,0.0505547896027565,0.002627165988087654,0.0003,0.0003,0.05055823549628258
,,,,,21076,299.0,299,,,,,,,,,,
,,,,,21540,464.0,464,,,,,,,,,,
,,,,,21781,241.0,241,,,,,,,,,,
,,,,,22000,,,-57.02393341064453,-0.9064153432846069,6.481086730957031,53.41868591308594,53.230560302734375,0.053719956427812576,0.0005812130402773619,0.0003,0.0003,0.053728312253952026
,,,,,22781,1000.0,1000,,,,,,,,,,
,,,,,22848,67.0,67,,,,,,,,,,
,,,,,22911,63.0,63,,,,,,,,,,
,,,,,22982,71.0,71,,,,,,,,,,
,,,,,23000,,,-59.12195587158203,-1.0368788242340088,17.849149703979492,56.29945755004883,56.13933563232422,0.05841128155589104,-0.0011238777078688145,0.0003,0.0003,0.058414582163095474
,,,,,23054,72.0,72,,,,,,,,,,
,,,,,23129,75.0,75,,,,,,,,,,
,,,,,23206,77.0,77,,,,,,,,,,
,,,,,23289,83.0,83,,,,,,,,,,
,,,,,23361,72.0,72,,,,,,,,,,
,,,,,23443,82.0,82,,,,,,,,,,
,,,,,23515,72.0,72,,,,,,,,,,
,,,,,23594,79.0,79,,,,,,,,,,
,,,,,23664,70.0,70,,,,,,,,,,
,,,,,23740,76.0,76,,,,,,,,,,
,,,,,23851,111.0,111,,,,,,,,,,
,,,,,24000,,,-58.50654602050781,-1.1562610864639282,13.790380477905273,56.31354522705078,55.7587890625,0.061266858130693436,-0.008207585662603378,0.0003,0.0003,0.06126938387751579
,,,,,24851,1000.0,1000,,,,,,,,,,
189.4,273.8113,1000.0,75.0,189.4,25000,,,-60.22098922729492,-1.058278203010559,3.4875235557556152,58.296627044677734,58.43426513671875,0.06381678581237793,0.0007547643035650253,0.0003,0.0003,0.0638180673122406
,,,,,25851,1000.0,1000,,,,,,,,,,
,,,,,25928,77.0,77,,,,,,,,,,
,,,,,26000,,,-63.41840362548828,-1.21690833568573,7.511201858520508,61.26314926147461,61.48331832885742,0.0658344030380249,-0.011751076206564903,0.0003,0.0003,0.06583872437477112
,,,,,26041,113.0,113,,,,,,,,,,
,,,,,26140,99.0,99,,,,,,,,,,
,,,,,26219,79.0,79,,,,,,,,,,
,,,,,26311,92.0,92,,,,,,,,,,
,,,,,26404,93.0,93,,,,,,,,,,
,,,,,26490,86.0,86,,,,,,,,,,
,,,,,26562,72.0,72,,,,,,,,,,
,,,,,26638,76.0,76,,,,,,,,,,
,,,,,26709,71.0,71,,,,,,,,,,
,,,,,26786,77.0,77,,,,,,,,,,
,,,,,26886,100.0,100,,,,,,,,,,
,,,,,26965,79.0,79,,,,,,,,,,
,,,,,27000,,,-66.44868469238281,-1.0165989398956299,3.763216972351074,64.60638427734375,64.68162536621094,0.06971701979637146,-0.0015624002553522587,0.0003,0.0003,0.06971791386604309
,,,,,27048,83.0,83,,,,,,,,,,
,,,,,27127,79.0,79,,,,,,,,,,
,,,,,27217,90.0,90,,,,,,,,,,
