Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,9510,9.0,9,,,,,,
,,,,,9520,10.0,10,,,,,,
,,,,,9524,4.0,4,,,,,,
,,,,,9529,5.0,5,,,,,,
,,,,,9538,9.0,9,,,,,,
,,,,,9541,3.0,3,,,,,,
,,,,,9556,15.0,15,,,,,,
,,,,,9564,8.0,8,,,,,,
,,,,,9572,8.0,8,,,,,,
,,,,,9577,5.0,5,,,,,,
,,,,,9582,5.0,5,,,,,,
,,,,,9586,4.0,4,,,,,,
,,,,,9591,5.0,5,,,,,,
,,,,,9595,4.0,4,,,,,,
,,,,,9601,6.0,6,,,,,,
,,,,,9604,3.0,3,,,,,,
,,,,,9614,10.0,10,,,,,,
,,,,,9619,5.0,5,,,,,,
,,,,,9623,4.0,4,,,,,,
,,,,,9626,3.0,3,,,,,,
,,,,,9631,5.0,5,,,,,,
,,,,,9635,4.0,4,,,,,,
,,,,,9641,6.0,6,,,,,,
,,,,,9655,14.0,14,,,,,,
,,,,,9659,4.0,4,,,,,,
,,,,,9667,8.0,8,,,,,,
,,,,,9678,11.0,11,,,,,,
,,,,,9690,12.0,12,,,,,,
,,,,,9693,3.0,3,,,,,,
,,,,,9696,3.0,3,,,,,,
,,,,,9710,14.0,14,,,,,,
,,,,,9719,9.0,9,,,,,,
,,,,,9729,10.0,10,,,,,,
,,,,,9736,7.0,7,,,,,,
,,,,,9744,8.0,8,,,,,,
,,,,,9765,21.0,21,,,,,,
,,,,,9773,8.0,8,,,,,,
,,,,,9780,7.0,7,,,,,,
,,,,,9787,7.0,7,,,,,,
,,,,,9791,4.0,4,,,,,,
,,,,,9813,22.0,22,,,,,,
,,,,,9817,4.0,4,,,,,,
,,,,,9823,6.0,6,,,,,,
,,,,,9831,8.0,8,,,,,,
,,,,,9836,5.0,5,,,,,,
,,,,,9843,7.0,7,,,,,,
,,,,,9847,4.0,4,,,,,,
,,,,,9852,5.0,5,,,,,,
,,,,,9859,7.0,7,,,,,,
,,,,,9862,3.0,3,,,,,,
,,,,,9868,6.0,6,,,,,,
,,,,,9871,3.0,3,,,,,,
,,,,,9881,10.0,10,,,,,,
,,,,,9886,5.0,5,,,,,,
,,,,,9897,11.0,11,,,,,,
,,,,,9905,8.0,8,,,,,,
,,,,,9911,6.0,6,,,,,,
,,,,,9916,5.0,5,,,,,,
,,,,,9921,5.0,5,,,,,,
,,,,,9925,4.0,4,,,,,,
,,,,,9933,8.0,8,,,,,,
,,,,,9937,4.0,4,,,,,,
,,,,,9943,6.0,6,,,,,,
,,,,,9950,7.0,7,,,,,,
,,,,,9956,6.0,6,,,,,,
,,,,,9961,5.0,5,,,,,,
,,,,,9966,5.0,5,,,,,,
,,,,,9969,3.0,3,,,,,,
,,,,,9972,3.0,3,,,,,,
,,,,,9980,8.0,8,,,,,,
,,,,,9983,3.0,3,,,,,,
,,,,,9997,14.0,14,,,,,,
5.6,2.2891047,10.0,3.0,5.6,10000,,,2.752591371536255,5.160032272338867,5.078348159790039,0.0003,0.0003,0.1
,,,,,10003,6.0,6,,,,,,
,,,,,10008,5.0,5,,,,,,
,,,,,10012,4.0,4,,,,,,
,,,,,10027,15.0,15,,,,,,
,,,,,10030,3.0,3,,,,,,
,,,,,10034,4.0,4,,,,,,
,,,,,10044,10.0,10,,,,,,
,,,,,10048,4.0,4,,,,,,
,,,,,10055,7.0,7,,,,,,
,,,,,10058,3.0,3,,,,,,
,,,,,10064,6.0,6,,,,,,
,,,,,10068,4.0,4,,,,,,
,,,,,10072,4.0,4,,,,,,
,,,,,10078,6.0,6,,,,,,
,,,,,10092,14.0,14,,,,,,
,,,,,10100,8.0,8,,,,,,
,,,,,10108,8.0,8,,,,,,
,,,,,10112,4.0,4,,,,,,
,,,,,10116,4.0,4,,,,,,
,,,,,10120,4.0,4,,,,,,
,,,,,10129,9.0,9,,,,,,
,,,,,10138,9.0,9,,,,,,
,,,,,10143,5.0,5,,,,,,
,,,,,10146,3.0,3,,,,,,
,,,,,10166,20.0,20,,,,,,
,,,,,10171,5.0,5,,,,,,
,,,,,10178,7.0,7,,,,,,
,,,,,10189,11.0,11,,,,,,
,,,,,10193,4.0,4,,,,,,
,,,,,10197,4.0,4,,,,,,
,,,,,10201,4.0,4,,,,,,
,,,,,10207,6.0,6,,,,,,
,,,,,10237,30.0,30,,,,,,
,,,,,10243,6.0,6,,,,,,
,,,,,10247,4.0,4,,,,,,
,,,,,10255,8.0,8,,,,,,
,,,,,10261,6.0,6,,,,,,
,,,,,10272,11.0,11,,,,,,
,,,,,10276,4.0,4,,,,,,
,,,,,10286,10.0,10,,,,,,
,,,,,10290,4.0,4,,,,,,
,,,,,10295,5.0,5,,,,,,
,,,,,10299,4.0,4,,,,,,
,,,,,10302,3.0,3,,,,,,
,,,,,10307,5.0,5,,,,,,
,,,,,10314,7.0,7,,,,,,
,,,,,10319,5.0,5,,,,,,
,,,,,10326,7.0,7,,,,,,
,,,,,10333,7.0,7,,,,,,
,,,,,10346,13.0,13,,,,,,
,,,,,10354,8.0,8,,,,,,
,,,,,10361,7.0,7,,,,,,
,,,,,10366,5.0,5,,,,,,
,,,,,10371,5.0,5,,,,,,
,,,,,10379,8.0,8,,,,,,
,,,,,10386,7.0,7,,,,,,
,,,,,10396,10.0,10,,,,,,
,,,,,10401,5.0,5,,,,,,
,,,,,10412,11.0,11,,,,,,
,,,,,10418,6.0,6,,,,,,
,,,,,10422,4.0,4,,,,,,
,,,,,10428,6.0,6,,,,,,
,,,,,10431,3.0,3,,,,,,
,,,,,10434,3.0,3,,,,,,
,,,,,10438,4.0,4,,,,,,
,,,,,10442,4.0,4,,,,,,
,,,,,10445,3.0,3,,,,,,
,,,,,10454,9.0,9,,,,,,
,,,,,10465,11.0,11,,,,,,
,,,,,10469,4.0,4,,,,,,
,,,,,10474,5.0,5,,,,,,
,,,,,10479,5.0,5,,,,,,
,,,,,10484,5.0,5,,,,,,
,,,,,10487,3.0,3,,,,,,
,,,,,10491,4.0,4,,,,,,
,,,,,10508,17.0,17,,,,,,
,,,,,10518,10.0,10,,,,,,
,,,,,10524,6.0,6,,,,,,
,,,,,10533,9.0,9,,,,,,
,,,,,10537,4.0,4,,,,,,
,,,,,10551,14.0,14,,,,,,
,,,,,10555,4.0,4,,,,,,
,,,,,10564,9.0,9,,,,,,
,,,,,10569,5.0,5,,,,,,
,,,,,10577,8.0,8,,,,,,
,,,,,10581,4.0,4,,,,,,
,,,,,10601,20.0,20,,,,,,
,,,,,10609,8.0,8,,,,,,
,,,,,10614,5.0,5,,,,,,
,,,,,10626,12.0,12,,,,,,
,,,,,10638,12.0,12,,,,,,
,,,,,10643,5.0,5,,,,,,
,,,,,10646,3.0,3,,,,,,
,,,,,10649,3.0,3,,,,,,
,,,,,10658,9.0,9,,,,,,
,,,,,10662,4.0,4,,,,,,
,,,,,10667,5.0,5,,,,,,
,,,,,10673,6.0,6,,,,,,
,,,,,10678,5.0,5,,,,,,
,,,,,10682,4.0,4,,,,,,
,,,,,10691,9.0,9,,,,,,
,,,,,10698,7.0,7,,,,,,
,,,,,10702,4.0,4,,,,,,
,,,,,10708,6.0,6,,,,,,
,,,,,10717,9.0,9,,,,,,
,,,,,10722,5.0,5,,,,,,
,,,,,10731,9.0,9,,,,,,
,,,,,10735,4.0,4,,,,,,
,,,,,10760,25.0,25,,,,,,
,,,,,10766,6.0,6,,,,,,
,,,,,10773,7.0,7,,,,,,
,,,,,10782,9.0,9,,,,,,
,,,,,10785,3.0,3,,,,,,
,,,,,10789,4.0,4,,,,,,
,,,,,10794,5.0,5,,,,,,
,,,,,10800,6.0,6,,,,,,
,,,,,10803,3.0,3,,,,,,
,,,,,10810,7.0,7,,,,,,
,,,,,10814,4.0,4,,,,,,
,,,,,10824,10.0,10,,,,,,
,,,,,10837,13.0,13,,,,,,
,,,,,10840,3.0,3,,,,,,
,,,,,10844,4.0,4,,,,,,
,,,,,10853,9.0,9,,,,,,
,,,,,10863,10.0,10,,,,,,
,,,,,10874,11.0,11,,,,,,
,,,,,10877,3.0,3,,,,,,
,,,,,10884,7.0,7,,,,,,
,,,,,10888,4.0,4,,,,,,
,,,,,10895,7.0,7,,,,,,
,,,,,10899,4.0,4,,,,,,
,,,,,10906,7.0,7,,,,,,
,,,,,10910,4.0,4,,,,,,
,,,,,10922,12.0,12,,,,,,
,,,,,10927,5.0,5,,,,,,
,,,,,10935,8.0,8,,,,,,
,,,,,10939,4.0,4,,,,,,
,,,,,10942,3.0,3,,,,,,
,,,,,10945,3.0,3,,,,,,
,,,,,10952,7.0,7,,,,,,
,,,,,10960,8.0,8,,,,,,
,,,,,10968,8.0,8,,,,,,
,,,,,10985,17.0,17,,,,,,
,,,,,10988,3.0,3,,,,,,
,,,,,10993,5.0,5,,,,,,
,,,,,10997,4.0,4,,,,,,
,,,,,11000,,,1.8991212844848633,4.700979232788086,4.518634796142578,0.0003,0.0003,0.1
,,,,,11003,6.0,6,,,,,,
,,,,,11013,10.0,10,,,,,,
,,,,,11019,6.0,6,,,,,,
,,,,,11024,5.0,5,,,,,,
,,,,,11027,3.0,3,,,,,,
,,,,,11031,4.0,4,,,,,,
,,,,,11055,24.0,24,,,,,,
,,,,,11060,5.0,5,,,,,,
,,,,,11067,7.0,7,,,,,,
,,,,,11070,3.0,3,,,,,,
,,,,,11080,10.0,10,,,,,,
,,,,,11096,16.0,16,,,,,,
,,,,,11101,5.0,5,,,,,,
,,,,,11109,8.0,8,,,,,,
,,,,,11113,4.0,4,,,,,,
,,,,,11131,18.0,18,,,,,,
,,,,,11136,5.0,5,,,,,,
,,,,,11143,7.0,7,,,,,,
,,,,,11151,8.0,8,,,,,,
,,,,,11156,5.0,5,,,,,,
,,,,,11162,6.0,6,,,,,,
,,,,,11168,6.0,6,,,,,,
,,,,,11171,3.0,3,,,,,,
,,,,,11178,7.0,7,,,,,,
,,,,,11183,5.0,5,,,,,,
,,,,,11188,5.0,5,,,,,,
,,,,,11194,6.0,6,,,,,,
,,,,,11200,6.0,6,,,,,,
,,,,,11208,8.0,8,,,,,,
,,,,,11217,9.0,9,,,,,,
,,,,,11221,4.0,4,,,,,,
,,,,,11245,24.0,24,,,,,,
,,,,,11256,11.0,11,,,,,,
,,,,,11276,20.0,20,,,,,,
,,,,,11281,5.0,5,,,,,,
,,,,,11287,6.0,6,,,,,,
,,,,,11290,3.0,3,,,,,,
,,,,,11297,7.0,7,,,,,,
,,,,,11301,4.0,4,,,,,,
,,,,,11305,4.0,4,,,,,,
,,,,,11310,5.0,5,,,,,,
,,,,,11313,3.0,3,,,,,,
,,,,,11322,9.0,9,,,,,,
,,,,,11328,6.0,6,,,,,,
,,,,,11338,10.0,10,,,,,,
,,,,,11341,3.0,3,,,,,,
,,,,,11349,8.0,8,,,,,,
,,,,,11353,4.0,4,,,,,,
,,,,,11363,10.0,10,,,,,,
,,,,,11372,9.0,9,,,,,,
,,,,,11377,5.0,5,,,,,,
,,,,,11393,16.0,16,,,,,,
,,,,,11396,3.0,3,,,,,,
,,,,,11402,6.0,6,,,,,,
,,,,,11410,8.0,8,,,,,,
,,,,,11413,3.0,3,,,,,,
,,,,,11420,7.0,7,,,,,,
,,,,,11424,4.0,4,,,,,,
,,,,,11438,14.0,14,,,,,,
,,,,,11441,3.0,3,,,,,,
,,,,,11446,5.0,5,,,,,,
,,,,,11450,4.0,4,,,,,,
,,,,,11464,14.0,14,,,,,,
,,,,,11471,7.0,7,,,,,,
,,,,,11480,9.0,9,,,,,,
,,,,,11485,5.0,5,,,,,,
,,,,,11489,4.0,4,,,,,,
,,,,,11494,5.0,5,,,,,,
,,,,,11507,13.0,13,,,,,,
,,,,,11511,4.0,4,,,,,,
,,,,,11516,5.0,5,,,,,,
,,,,,11523,7.0,7,,,,,,
,,,,,11539,16.0,16,,,,,,
,,,,,11544,5.0,5,,,,,,
,,,,,11558,14.0,14,,,,,,
,,,,,11565,7.0,7,,,,,,
,,,,,11574,9.0,9,,,,,,
,,,,,11578,4.0,4,,,,,,
,,,,,11581,3.0,3,,,,,,
,,,,,11589,8.0,8,,,,,,
,,,,,11596,7.0,7,,,,,,
,,,,,11613,17.0,17,,,,,,
,,,,,11617,4.0,4,,,,,,
,,,,,11623,6.0,6,,,,,,
,,,,,11626,3.0,3,,,,,,
,,,,,11630,4.0,4,,,,,,
,,,,,11634,4.0,4,,,,,,
,,,,,11645,11.0,11,,,,,,
,,,,,11650,5.0,5,,,,,,
,,,,,11658,8.0,8,,,,,,
,,,,,11662,4.0,4,,,,,,
,,,,,11665,3.0,3,,,,,,
,,,,,11684,19.0,19,,,,,,
,,,,,11689,5.0,5,,,,,,
,,,,,11704,15.0,15,,,,,,
,,,,,11707,3.0,3,,,,,,
,,,,,11710,3.0,3,,,,,,
,,,,,11713,3.0,3,,,,,,
,,,,,11725,12.0,12,,,,,,
,,,,,11730,5.0,5,,,,,,
,,,,,11738,8.0,8,,,,,,
,,,,,11741,3.0,3,,,,,,
,,,,,11745,4.0,4,,,,,,
,,,,,11748,3.0,3,,,,,,
,,,,,11764,16.0,16,,,,,,
,,,,,11771,7.0,7,,,,,,
,,,,,11783,12.0,12,,,,,,
,,,,,11787,4.0,4,,,,,,
,,,,,11790,3.0,3,,,,,,
,,,,,11794,4.0,4,,,,,,
,,,,,11798,4.0,4,,,,,,
,,,,,11808,10.0,10,,,,,,
,,,,,11814,6.0,6,,,,,,
,,,,,11828,14.0,14,,,,,,
,,,,,11833,5.0,5,,,,,,
,,,,,11856,23.0,23,,,,,,
,,,,,11862,6.0,6,,,,,,
,,,,,11873,11.0,11,,,,,,
,,,,,11881,8.0,8,,,,,,
,,,,,11889,8.0,8,,,,,,
,,,,,11895,6.0,6,,,,,,
,,,,,11900,5.0,5,,,,,,
,,,,,11909,9.0,9,,,,,,
,,,,,11913,4.0,4,,,,,,
,,,,,11916,3.0,3,,,,,,
,,,,,11920,4.0,4,,,,,,
,,,,,11924,4.0,4,,,,,,
,,,,,11928,4.0,4,,,,,,
,,,,,11935,7.0,7,,,,,,
,,,,,11938,3.0,3,,,,,,
,,,,,11946,8.0,8,,,,,,
,,,,,11950,4.0,4,,,,,,
,,,,,11956,6.0,6,,,,,,
,,,,,11961,5.0,5,,,,,,
,,,,,11965,4.0,4,,,,,,
,,,,,11973,8.0,8,,,,,,
,,,,,11980,7.0,7,,,,,,
,,,,,11991,11.0,11,,,,,,
,,,,,11997,6.0,6,,,,,,
,,,,,12000,,,1.73994779586792,4.821234703063965,4.813736915588379,0.0003,0.0003,0.1
,,,,,12006,9.0,9,,,,,,
,,,,,12033,27.0,27,,,,,,
,,,,,12038,5.0,5,,,,,,
,,,,,12047,9.0,9,,,,,,
,,,,,12062,15.0,15,,,,,,
,,,,,12066,4.0,4,,,,,,
,,,,,12083,17.0,17,,,,,,
,,,,,12098,15.0,15,,,,,,
,,,,,12102,4.0,4,,,,,,
,,,,,12111,9.0,9,,,,,,
,,,,,12120,9.0,9,,,,,,
,,,,,12128,8.0,8,,,,,,
,,,,,12133,5.0,5,,,,,,
,,,,,12140,7.0,7,,,,,,
,,,,,12144,4.0,4,,,,,,
,,,,,12150,6.0,6,,,,,,
,,,,,12156,6.0,6,,,,,,
,,,,,12161,5.0,5,,,,,,
,,,,,12169,8.0,8,,,,,,
,,,,,12173,4.0,4,,,,,,
,,,,,12176,3.0,3,,,,,,
,,,,,12179,3.0,3,,,,,,
,,,,,12184,5.0,5,,,,,,
,,,,,12188,4.0,4,,,,,,
,,,,,12193,5.0,5,,,,,,
,,,,,12200,7.0,7,,,,,,
,,,,,12205,5.0,5,,,,,,
,,,,,12225,20.0,20,,,,,,
,,,,,12230,5.0,5,,,,,,
,,,,,12240,10.0,10,,,,,,
,,,,,12251,11.0,11,,,,,,
,,,,,12254,3.0,3,,,,,,
,,,,,12264,10.0,10,,,,,,
,,,,,12269,5.0,5,,,,,,
,,,,,12281,12.0,12,,,,,,
,,,,,12287,6.0,6,,,,,,
,,,,,12295,8.0,8,,,,,,
,,,,,12298,3.0,3,,,,,,
,,,,,12306,8.0,8,,,,,,
,,,,,12310,4.0,4,,,,,,
,,,,,12314,4.0,4,,,,,,
,,,,,12317,3.0,3,,,,,,
,,,,,12324,7.0,7,,,,,,
,,,,,12335,11.0,11,,,,,,
,,,,,12340,5.0,5,,,,,,
,,,,,12352,12.0,12,,,,,,
,,,,,12355,3.0,3,,,,,,
,,,,,12360,5.0,5,,,,,,
,,,,,12366,6.0,6,,,,,,
,,,,,12372,6.0,6,,,,,,
,,,,,12375,3.0,3,,,,,,
,,,,,12378,3.0,3,,,,,,
,,,,,12388,10.0,10,,,,,,
,,,,,12398,10.0,10,,,,,,
,,,,,12413,15.0,15,,,,,,
,,,,,12417,4.0,4,,,,,,
,,,,,12440,23.0,23,,,,,,
,,,,,12453,13.0,13,,,,,,
,,,,,12457,4.0,4,,,,,,
,,,,,12463,6.0,6,,,,,,
,,,,,12471,8.0,8,,,,,,
,,,,,12481,10.0,10,,,,,,
,,,,,12489,8.0,8,,,,,,
,,,,,12499,10.0,10,,,,,,
,,,,,12503,4.0,4,,,,,,
,,,,,12507,4.0,4,,,,,,
,,,,,12513,6.0,6,,,,,,
,,,,,12517,4.0,4,,,,,,
,,,,,12532,15.0,15,,,,,,
,,,,,12535,3.0,3,,,,,,
,,,,,12539,4.0,4,,,,,,
,,,,,12547,8.0,8,,,,,,
,,,,,12567,20.0,20,,,,,,
,,,,,12576,9.0,9,,,,,,
,,,,,12585,9.0,9,,,,,,
,,,,,12589,4.0,4,,,,,,
,,,,,12594,5.0,5,,,,,,
,,,,,12599,5.0,5,,,,,,
,,,,,12608,9.0,9,,,,,,
,,,,,12612,4.0,4,,,,,,
,,,,,12619,7.0,7,,,,,,
,,,,,12628,9.0,9,,,,,,
,,,,,12636,8.0,8,,,,,,
,,,,,12640,4.0,4,,,,,,
,,,,,12650,10.0,10,,,,,,
,,,,,12653,3.0,3,,,,,,
,,,,,12657,4.0,4,,,,,,
,,,,,12668,11.0,11,,,,,,
,,,,,12675,7.0,7,,,,,,
,,,,,12680,5.0,5,,,,,,
,,,,,12685,5.0,5,,,,,,
,,,,,12698,13.0,13,,,,,,
,,,,,12702,4.0,4,,,,,,
,,,,,12707,5.0,5,,,,,,
,,,,,12711,4.0,4,,,,,,
,,,,,12715,4.0,4,,,,,,
,,,,,12732,17.0,17,,,,,,
,,,,,12738,6.0,6,,,,,,
,,,,,12748,10.0,10,,,,,,
,,,,,12757,9.0,9,,,,,,
,,,,,12769,12.0,12,,,,,,
,,,,,12774,5.0,5,,,,,,
,,,,,12780,6.0,6,,,,,,
,,,,,12790,10.0,10,,,,,,
,,,,,12798,8.0,8,,,,,,
,,,,,12807,9.0,9,,,,,,
,,,,,12811,4.0,4,,,,,,
,,,,,12823,12.0,12,,,,,,
,,,,,12826,3.0,3,,,,,,
,,,,,12835,9.0,9,,,,,,
,,,,,12838,3.0,3,,,,,,
,,,,,12841,3.0,3,,,,,,
,,,,,12845,4.0,4,,,,,,
,,,,,12849,4.0,4,,,,,,
,,,,,12854,5.0,5,,,,,,
,,,,,12858,4.0,4,,,,,,
,,,,,12864,6.0,6,,,,,,
,,,,,12872,8.0,8,,,,,,
,,,,,12875,3.0,3,,,,,,
,,,,,12882,7.0,7,,,,,,
,,,,,12887,5.0,5,,,,,,
,,,,,12892,5.0,5,,,,,,
,,,,,12906,14.0,14,,,,,,
,,,,,12911,5.0,5,,,,,,
,,,,,12914,3.0,3,,,,,,
,,,,,12922,8.0,8,,,,,,
,,,,,12926,4.0,4,,,,,,
,,,,,12955,29.0,29,,,,,,
,,,,,12959,4.0,4,,,,,,
,,,,,12967,8.0,8,,,,,,
,,,,,12972,5.0,5,,,,,,
,,,,,12980,8.0,8,,,,,,
,,,,,12986,6.0,6,,,,,,
,,,,,13000,,,2.096588373184204,5.075087070465088,5.0647358894348145,0.0003,0.0003,0.1
,,,,,13001,15.0,15,,,,,,
,,,,,13007,6.0,6,,,,,,
,,,,,13012,5.0,5,,,,,,
,,,,,13015,3.0,3,,,,,,
,,,,,13023,8.0,8,,,,,,
,,,,,13026,3.0,3,,,,,,
,,,,,13030,4.0,4,,,,,,
,,,,,13036,6.0,6,,,,,,
,,,,,13046,10.0,10,,,,,,
,,,,,13049,3.0,3,,,,,,
,,,,,13056,7.0,7,,,,,,
,,,,,13062,6.0,6,,,,,,
,,,,,13067,5.0,5,,,,,,
,,,,,13073,6.0,6,,,,,,
,,,,,13080,7.0,7,,,,,,
,,,,,13089,9.0,9,,,,,,
,,,,,13093,4.0,4,,,,,,
,,,,,13103,10.0,10,,,,,,
,,,,,13108,5.0,5,,,,,,
,,,,,13112,4.0,4,,,,,,
,,,,,13115,3.0,3,,,,,,
,,,,,13119,4.0,4,,,,,,
,,,,,13124,5.0,5,,,,,,
,,,,,13130,6.0,6,,,,,,
,,,,,13138,8.0,8,,,,,,
,,,,,13144,6.0,6,,,,,,
,,,,,13152,8.0,8,,,,,,
,,,,,13165,13.0,13,,,,,,
,,,,,13170,5.0,5,,,,,,
,,,,,13174,4.0,4,,,,,,
,,,,,13181,7.0,7,,,,,,
,,,,,13191,10.0,10,,,,,,
,,,,,13194,3.0,3,,,,,,
,,,,,13202,8.0,8,,,,,,
,,,,,13209,7.0,7,,,,,,
,,,,,13219,10.0,10,,,,,,
,,,,,13224,5.0,5,,,,,,
,,,,,13228,4.0,4,,,,,,
,,,,,13233,5.0,5,,,,,,
,,,,,13238,5.0,5,,,,,,
,,,,,13244,6.0,6,,,,,,
,,,,,13248,4.0,4,,,,,,
,,,,,13255,7.0,7,,,,,,
,,,,,13258,3.0,3,,,,,,
,,,,,13264,6.0,6,,,,,,
,,,,,13270,6.0,6,,,,,,
,,,,,13278,8.0,8,,,,,,
,,,,,13283,5.0,5,,,,,,
,,,,,13287,4.0,4,,,,,,
,,,,,13290,3.0,3,,,,,,
,,,,,13294,4.0,4,,,,,,
,,,,,13303,9.0,9,,,,,,
,,,,,13307,4.0,4,,,,,,
,,,,,13310,3.0,3,,,,,,
,,,,,13322,12.0,12,,,,,,
,,,,,13331,9.0,9,,,,,,
,,,,,13336,5.0,5,,,,,,
,,,,,13341,5.0,5,,,,,,
,,,,,13347,6.0,6,,,,,,
,,,,,13358,11.0,11,,,,,,
,,,,,13362,4.0,4,,,,,,
,,,,,13366,4.0,4,,,,,,
,,,,,13372,6.0,6,,,,,,
,,,,,13376,4.0,4,,,,,,
,,,,,13379,3.0,3,,,,,,
,,,,,13390,11.0,11,,,,,,
,,,,,13395,5.0,5,,,,,,
,,,,,13399,4.0,4,,,,,,
,,,,,13407,8.0,8,,,,,,
,,,,,13419,12.0,12,,,,,,
,,,,,13423,4.0,4,,,,,,
,,,,,13426,3.0,3,,,,,,
,,,,,13455,29.0,29,,,,,,
,,,,,13458,3.0,3,,,,,,
,,,,,13465,7.0,7,,,,,,
,,,,,13470,5.0,5,,,,,,
,,,,,13474,4.0,4,,,,,,
,,,,,13478,4.0,4,,,,,,
,,,,,13483,5.0,5,,,,,,
,,,,,13489,6.0,6,,,,,,
,,,,,13502,13.0,13,,,,,,
,,,,,13507,5.0,5,,,,,,
,,,,,13512,5.0,5,,,,,,
,,,,,13518,6.0,6,,,,,,
,,,,,13522,4.0,4,,,,,,
,,,,,13525,3.0,3,,,,,,
,,,,,13529,4.0,4,,,,,,
,,,,,13534,5.0,5,,,,,,
,,,,,13539,5.0,5,,,,,,
,,,,,13542,3.0,3,,,,,,
,,,,,13548,6.0,6,,,,,,
,,,,,13553,5.0,5,,,,,,
,,,,,13558,5.0,5,,,,,,
,,,,,13562,4.0,4,,,,,,
,,,,,13568,6.0,6,,,,,,
,,,,,13578,10.0,10,,,,,,
,,,,,13581,3.0,3,,,,,,
,,,,,13585,4.0,4,,,,,,
,,,,,13589,4.0,4,,,,,,
,,,,,13593,4.0,4,,,,,,
,,,,,13597,4.0,4,,,,,,
,,,,,13603,6.0,6,,,,,,
,,,,,13606,3.0,3,,,,,,
,,,,,13609,3.0,3,,,,,,
,,,,,13632,23.0,23,,,,,,
,,,,,13637,5.0,5,,,,,,
,,,,,13642,5.0,5,,,,,,
,,,,,13649,7.0,7,,,,,,
,,,,,13652,3.0,3,,,,,,
,,,,,13657,5.0,5,,,,,,
,,,,,13661,4.0,4,,,,,,
,,,,,13670,9.0,9,,,,,,
,,,,,13678,8.0,8,,,,,,
,,,,,13683,5.0,5,,,,,,
,,,,,13686,3.0,3,,,,,,
,,,,,13690,4.0,4,,,,,,
,,,,,13696,6.0,6,,,,,,
,,,,,13703,7.0,7,,,,,,
,,,,,13718,15.0,15,,,,,,
,,,,,13722,4.0,4,,,,,,
,,,,,13728,6.0,6,,,,,,
,,,,,13732,4.0,4,,,,,,
,,,,,13744,12.0,12,,,,,,
,,,,,13750,6.0,6,,,,,,
,,,,,13754,4.0,4,,,,,,
,,,,,13759,5.0,5,,,,,,
,,,,,13782,23.0,23,,,,,,
,,,,,13787,5.0,5,,,,,,
,,,,,13791,4.0,4,,,,,,
,,,,,13796,5.0,5,,,,,,
,,,,,13801,5.0,5,,,,,,
,,,,,13805,4.0,4,,,,,,
,,,,,13808,3.0,3,,,,,,
,,,,,13814,6.0,6,,,,,,
,,,,,13818,4.0,4,,,,,,
,,,,,13821,3.0,3,,,,,,
,,,,,13828,7.0,7,,,,,,
,,,,,13831,3.0,3,,,,,,
,,,,,13835,4.0,4,,,,,,
,,,,,13842,7.0,7,,,,,,
,,,,,13849,7.0,7,,,,,,
,,,,,13854,5.0,5,,,,,,
,,,,,13860,6.0,6,,,,,,
,,,,,13866,6.0,6,,,,,,
,,,,,13869,3.0,3,,,,,,
,,,,,13873,4.0,4,,,,,,
,,,,,13877,4.0,4,,,,,,
,,,,,13885,8.0,8,,,,,,
,,,,,13889,4.0,4,,,,,,
,,,,,13893,4.0,4,,,,,,
,,,,,13898,5.0,5,,,,,,
,,,,,13902,4.0,4,,,,,,
,,,,,13910,8.0,8,,,,,,
,,,,,13914,4.0,4,,,,,,
,,,,,13918,4.0,4,,,,,,
,,,,,13921,3.0,3,,,,,,
,,,,,13929,8.0,8,,,,,,
,,,,,13933,4.0,4,,,,,,
,,,,,13938,5.0,5,,,,,,
,,,,,13943,5.0,5,,,,,,
,,,,,13948,5.0,5,,,,,,
,,,,,13951,3.0,3,,,,,,
,,,,,13954,3.0,3,,,,,,
,,,,,13961,7.0,7,,,,,,
,,,,,13967,6.0,6,,,,,,
,,,,,13978,11.0,11,,,,,,
,,,,,13986,8.0,8,,,,,,
,,,,,13990,4.0,4,,,,,,
,,,,,14000,,,1.890679121017456,5.015145301818848,4.8088178634643555,0.0003,0.0003,0.1
,,,,,14002,12.0,12,,,,,,
,,,,,14006,4.0,4,,,,,,
,,,,,14009,3.0,3,,,,,,
,,,,,14020,11.0,11,,,,,,
,,,,,14024,4.0,4,,,,,,
,,,,,14029,5.0,5,,,,,,
,,,,,14039,10.0,10,,,,,,
,,,,,14052,13.0,13,,,,,,
,,,,,14058,6.0,6,,,,,,
,,,,,14062,4.0,4,,,,,,
,,,,,14070,8.0,8,,,,,,
,,,,,14076,6.0,6,,,,,,
,,,,,14080,4.0,4,,,,,,
,,,,,14092,12.0,12,,,,,,
,,,,,14097,5.0,5,,,,,,
,,,,,14102,5.0,5,,,,,,
,,,,,14114,12.0,12,,,,,,
,,,,,14120,6.0,6,,,,,,
,,,,,14131,11.0,11,,,,,,
,,,,,14134,3.0,3,,,,,,
,,,,,14146,12.0,12,,,,,,
,,,,,14151,5.0,5,,,,,,
,,,,,14155,4.0,4,,,,,,
