Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,4591,6.0,6,,,,,,
,,,,,4597,6.0,6,,,,,,
,,,,,4614,17.0,17,,,,,,
,,,,,4623,9.0,9,,,,,,
,,,,,4626,3.0,3,,,,,,
,,,,,4630,4.0,4,,,,,,
,,,,,4633,3.0,3,,,,,,
,,,,,4637,4.0,4,,,,,,
,,,,,4645,8.0,8,,,,,,
,,,,,4649,4.0,4,,,,,,
,,,,,4680,31.0,31,,,,,,
,,,,,4685,5.0,5,,,,,,
,,,,,4702,17.0,17,,,,,,
,,,,,4719,17.0,17,,,,,,
,,,,,4731,12.0,12,,,,,,
,,,,,4736,5.0,5,,,,,,
,,,,,4749,13.0,13,,,,,,
,,,,,4756,7.0,7,,,,,,
,,,,,4768,12.0,12,,,,,,
,,,,,4777,9.0,9,,,,,,
,,,,,4791,14.0,14,,,,,,
,,,,,4800,9.0,9,,,,,,
,,,,,4807,7.0,7,,,,,,
,,,,,4815,8.0,8,,,,,,
,,,,,4821,6.0,6,,,,,,
,,,,,4825,4.0,4,,,,,,
,,,,,4830,5.0,5,,,,,,
,,,,,4848,18.0,18,,,,,,
,,,,,4851,3.0,3,,,,,,
,,,,,4859,8.0,8,,,,,,
,,,,,4863,4.0,4,,,,,,
,,,,,4871,8.0,8,,,,,,
,,,,,4888,17.0,17,,,,,,
,,,,,4894,6.0,6,,,,,,
,,,,,4900,6.0,6,,,,,,
,,,,,4909,9.0,9,,,,,,
,,,,,4923,14.0,14,,,,,,
,,,,,4929,6.0,6,,,,,,
,,,,,4947,18.0,18,,,,,,
,,,,,4950,3.0,3,,,,,,
,,,,,4957,7.0,7,,,,,,
,,,,,4961,4.0,4,,,,,,
,,,,,4973,12.0,12,,,,,,
,,,,,4989,16.0,16,,,,,,
,,,,,4996,7.0,7,,,,,,
7.1,5.1662364,20.0,4.0,7.1,5000,,,0.9844854474067688,0.055041536688804626,1.0463663339614868,0.0003,0.0003,0.1
,,,,,5001,5.0,5,,,,,,
,,,,,5011,10.0,10,,,,,,
,,,,,5015,4.0,4,,,,,,
,,,,,5023,8.0,8,,,,,,
,,,,,5027,4.0,4,,,,,,
,,,,,5033,6.0,6,,,,,,
,,,,,5036,3.0,3,,,,,,
,,,,,5046,10.0,10,,,,,,
,,,,,5051,5.0,5,,,,,,
,,,,,5056,5.0,5,,,,,,
,,,,,5059,3.0,3,,,,,,
,,,,,5062,3.0,3,,,,,,
,,,,,5066,4.0,4,,,,,,
,,,,,5080,14.0,14,,,,,,
,,,,,5094,14.0,14,,,,,,
,,,,,5113,19.0,19,,,,,,
,,,,,5119,6.0,6,,,,,,
,,,,,5122,3.0,3,,,,,,
,,,,,5130,8.0,8,,,,,,
,,,,,5143,13.0,13,,,,,,
,,,,,5149,6.0,6,,,,,,
,,,,,5152,3.0,3,,,,,,
,,,,,5156,4.0,4,,,,,,
,,,,,5160,4.0,4,,,,,,
,,,,,5166,6.0,6,,,,,,
,,,,,5170,4.0,4,,,,,,
,,,,,5177,7.0,7,,,,,,
,,,,,5184,7.0,7,,,,,,
,,,,,5188,4.0,4,,,,,,
,,,,,5194,6.0,6,,,,,,
,,,,,5203,9.0,9,,,,,,
,,,,,5210,7.0,7,,,,,,
,,,,,5215,5.0,5,,,,,,
,,,,,5220,5.0,5,,,,,,
,,,,,5231,11.0,11,,,,,,
,,,,,5238,7.0,7,,,,,,
,,,,,5247,9.0,9,,,,,,
,,,,,5254,7.0,7,,,,,,
,,,,,5266,12.0,12,,,,,,
,,,,,5275,9.0,9,,,,,,
,,,,,5280,5.0,5,,,,,,
,,,,,5291,11.0,11,,,,,,
,,,,,5298,7.0,7,,,,,,
,,,,,5301,3.0,3,,,,,,
,,,,,5305,4.0,4,,,,,,
,,,,,5308,3.0,3,,,,,,
,,,,,5312,4.0,4,,,,,,
,,,,,5325,13.0,13,,,,,,
,,,,,5330,5.0,5,,,,,,
,,,,,5338,8.0,8,,,,,,
,,,,,5342,4.0,4,,,,,,
,,,,,5345,3.0,3,,,,,,
,,,,,5354,9.0,9,,,,,,
,,,,,5357,3.0,3,,,,,,
,,,,,5366,9.0,9,,,,,,
,,,,,5373,7.0,7,,,,,,
,,,,,5379,6.0,6,,,,,,
,,,,,5396,17.0,17,,,,,,
,,,,,5405,9.0,9,,,,,,
,,,,,5410,5.0,5,,,,,,
,,,,,5414,4.0,4,,,,,,
,,,,,5425,11.0,11,,,,,,
,,,,,5432,7.0,7,,,,,,
,,,,,5436,4.0,4,,,,,,
,,,,,5440,4.0,4,,,,,,
,,,,,5444,4.0,4,,,,,,
,,,,,5447,3.0,3,,,,,,
,,,,,5452,5.0,5,,,,,,
,,,,,5455,3.0,3,,,,,,
,,,,,5462,7.0,7,,,,,,
,,,,,5466,4.0,4,,,,,,
,,,,,5475,9.0,9,,,,,,
,,,,,5480,5.0,5,,,,,,
,,,,,5485,5.0,5,,,,,,
,,,,,5488,3.0,3,,,,,,
,,,,,5508,20.0,20,,,,,,
,,,,,5540,32.0,32,,,,,,
,,,,,5543,3.0,3,,,,,,
,,,,,5549,6.0,6,,,,,,
,,,,,5555,6.0,6,,,,,,
,,,,,5560,5.0,5,,,,,,
,,,,,5571,11.0,11,,,,,,
,,,,,5577,6.0,6,,,,,,
,,,,,5586,9.0,9,,,,,,
,,,,,5592,6.0,6,,,,,,
,,,,,5598,6.0,6,,,,,,
,,,,,5606,8.0,8,,,,,,
,,,,,5610,4.0,4,,,,,,
,,,,,5614,4.0,4,,,,,,
,,,,,5619,5.0,5,,,,,,
,,,,,5624,5.0,5,,,,,,
,,,,,5628,4.0,4,,,,,,
,,,,,5640,12.0,12,,,,,,
,,,,,5644,4.0,4,,,,,,
,,,,,5647,3.0,3,,,,,,
,,,,,5654,7.0,7,,,,,,
,,,,,5667,13.0,13,,,,,,
,,,,,5673,6.0,6,,,,,,
,,,,,5678,5.0,5,,,,,,
,,,,,5684,6.0,6,,,,,,
,,,,,5696,12.0,12,,,,,,
,,,,,5701,5.0,5,,,,,,
,,,,,5705,4.0,4,,,,,,
,,,,,5711,6.0,6,,,,,,
,,,,,5715,4.0,4,,,,,,
,,,,,5723,8.0,8,,,,,,
,,,,,5734,11.0,11,,,,,,
,,,,,5753,19.0,19,,,,,,
,,,,,5758,5.0,5,,,,,,
,,,,,5773,15.0,15,,,,,,
,,,,,5777,4.0,4,,,,,,
,,,,,5784,7.0,7,,,,,,
,,,,,5797,13.0,13,,,,,,
,,,,,5802,5.0,5,,,,,,
,,,,,5811,9.0,9,,,,,,
,,,,,5816,5.0,5,,,,,,
,,,,,5821,5.0,5,,,,,,
,,,,,5826,5.0,5,,,,,,
,,,,,5834,8.0,8,,,,,,
,,,,,5838,4.0,4,,,,,,
,,,,,5842,4.0,4,,,,,,
,,,,,5848,6.0,6,,,,,,
,,,,,5854,6.0,6,,,,,,
,,,,,5861,7.0,7,,,,,,
,,,,,5866,5.0,5,,,,,,
,,,,,5870,4.0,4,,,,,,
,,,,,5881,11.0,11,,,,,,
,,,,,5887,6.0,6,,,,,,
,,,,,5893,6.0,6,,,,,,
,,,,,5896,3.0,3,,,,,,
,,,,,5901,5.0,5,,,,,,
,,,,,5906,5.0,5,,,,,,
,,,,,5921,15.0,15,,,,,,
,,,,,5926,5.0,5,,,,,,
,,,,,5940,14.0,14,,,,,,
,,,,,5948,8.0,8,,,,,,
,,,,,5953,5.0,5,,,,,,
,,,,,5958,5.0,5,,,,,,
,,,,,5963,5.0,5,,,,,,
,,,,,5967,4.0,4,,,,,,
,,,,,5972,5.0,5,,,,,,
,,,,,5981,9.0,9,,,,,,
,,,,,5986,5.0,5,,,,,,
,,,,,5990,4.0,4,,,,,,
,,,,,5999,9.0,9,,,,,,
,,,,,6000,,,0.7726558446884155,3.5455026626586914,3.504436492919922,0.0003,0.0003,0.1
,,,,,6006,7.0,7,,,,,,
,,,,,6011,5.0,5,,,,,,
,,,,,6015,4.0,4,,,,,,
,,,,,6024,9.0,9,,,,,,
,,,,,6029,5.0,5,,,,,,
,,,,,6036,7.0,7,,,,,,
,,,,,6042,6.0,6,,,,,,
,,,,,6049,7.0,7,,,,,,
,,,,,6054,5.0,5,,,,,,
,,,,,6063,9.0,9,,,,,,
,,,,,6067,4.0,4,,,,,,
,,,,,6071,4.0,4,,,,,,
,,,,,6074,3.0,3,,,,,,
,,,,,6078,4.0,4,,,,,,
,,,,,6084,6.0,6,,,,,,
,,,,,6098,14.0,14,,,,,,
,,,,,6101,3.0,3,,,,,,
,,,,,6106,5.0,5,,,,,,
,,,,,6115,9.0,9,,,,,,
,,,,,6124,9.0,9,,,,,,
,,,,,6130,6.0,6,,,,,,
,,,,,6137,7.0,7,,,,,,
,,,,,6140,3.0,3,,,,,,
,,,,,6154,14.0,14,,,,,,
,,,,,6157,3.0,3,,,,,,
,,,,,6160,3.0,3,,,,,,
,,,,,6163,3.0,3,,,,,,
,,,,,6168,5.0,5,,,,,,
,,,,,6180,12.0,12,,,,,,
,,,,,6188,8.0,8,,,,,,
,,,,,6192,4.0,4,,,,,,
,,,,,6195,3.0,3,,,,,,
,,,,,6201,6.0,6,,,,,,
,,,,,6204,3.0,3,,,,,,
,,,,,6207,3.0,3,,,,,,
,,,,,6214,7.0,7,,,,,,
,,,,,6220,6.0,6,,,,,,
,,,,,6230,10.0,10,,,,,,
,,,,,6235,5.0,5,,,,,,
,,,,,6247,12.0,12,,,,,,
,,,,,6253,6.0,6,,,,,,
,,,,,6258,5.0,5,,,,,,
,,,,,6261,3.0,3,,,,,,
,,,,,6271,10.0,10,,,,,,
,,,,,6277,6.0,6,,,,,,
,,,,,6292,15.0,15,,,,,,
,,,,,6299,7.0,7,,,,,,
,,,,,6311,12.0,12,,,,,,
,,,,,6319,8.0,8,,,,,,
,,,,,6324,5.0,5,,,,,,
,,,,,6328,4.0,4,,,,,,
,,,,,6332,4.0,4,,,,,,
,,,,,6336,4.0,4,,,,,,
,,,,,6342,6.0,6,,,,,,
,,,,,6352,10.0,10,,,,,,
,,,,,6363,11.0,11,,,,,,
,,,,,6374,11.0,11,,,,,,
,,,,,6379,5.0,5,,,,,,
,,,,,6382,3.0,3,,,,,,
,,,,,6385,3.0,3,,,,,,
,,,,,6397,12.0,12,,,,,,
,,,,,6400,3.0,3,,,,,,
,,,,,6408,8.0,8,,,,,,
,,,,,6415,7.0,7,,,,,,
,,,,,6422,7.0,7,,,,,,
,,,,,6428,6.0,6,,,,,,
,,,,,6433,5.0,5,,,,,,
,,,,,6436,3.0,3,,,,,,
,,,,,6445,9.0,9,,,,,,
,,,,,6448,3.0,3,,,,,,
,,,,,6451,3.0,3,,,,,,
,,,,,6456,5.0,5,,,,,,
,,,,,6467,11.0,11,,,,,,
,,,,,6473,6.0,6,,,,,,
,,,,,6477,4.0,4,,,,,,
,,,,,6480,3.0,3,,,,,,
,,,,,6486,6.0,6,,,,,,
,,,,,6491,5.0,5,,,,,,
,,,,,6496,5.0,5,,,,,,
,,,,,6505,9.0,9,,,,,,
,,,,,6511,6.0,6,,,,,,
,,,,,6523,12.0,12,,,,,,
,,,,,6531,8.0,8,,,,,,
,,,,,6537,6.0,6,,,,,,
,,,,,6542,5.0,5,,,,,,
,,,,,6547,5.0,5,,,,,,
,,,,,6552,5.0,5,,,,,,
,,,,,6557,5.0,5,,,,,,
,,,,,6562,5.0,5,,,,,,
,,,,,6567,5.0,5,,,,,,
,,,,,6572,5.0,5,,,,,,
,,,,,6584,12.0,12,,,,,,
,,,,,6587,3.0,3,,,,,,
,,,,,6592,5.0,5,,,,,,
,,,,,6598,6.0,6,,,,,,
,,,,,6609,11.0,11,,,,,,
,,,,,6619,10.0,10,,,,,,
,,,,,6632,13.0,13,,,,,,
,,,,,6639,7.0,7,,,,,,
,,,,,6644,5.0,5,,,,,,
,,,,,6648,4.0,4,,,,,,
,,,,,6657,9.0,9,,,,,,
,,,,,6664,7.0,7,,,,,,
,,,,,6669,5.0,5,,,,,,
,,,,,6674,5.0,5,,,,,,
,,,,,6687,13.0,13,,,,,,
,,,,,6691,4.0,4,,,,,,
,,,,,6700,9.0,9,,,,,,
,,,,,6703,3.0,3,,,,,,
,,,,,6710,7.0,7,,,,,,
,,,,,6714,4.0,4,,,,,,
,,,,,6721,7.0,7,,,,,,
,,,,,6728,7.0,7,,,,,,
,,,,,6732,4.0,4,,,,,,
,,,,,6735,3.0,3,,,,,,
,,,,,6744,9.0,9,,,,,,
,,,,,6751,7.0,7,,,,,,
,,,,,6755,4.0,4,,,,,,
,,,,,6760,5.0,5,,,,,,
,,,,,6765,5.0,5,,,,,,
,,,,,6769,4.0,4,,,,,,
,,,,,6773,4.0,4,,,,,,
,,,,,6789,16.0,16,,,,,,
,,,,,6815,26.0,26,,,,,,
,,,,,6833,18.0,18,,,,,,
,,,,,6837,4.0,4,,,,,,
,,,,,6841,4.0,4,,,,,,
,,,,,6852,11.0,11,,,,,,
,,,,,6857,5.0,5,,,,,,
,,,,,6865,8.0,8,,,,,,
,,,,,6869,4.0,4,,,,,,
,,,,,6876,7.0,7,,,,,,
,,,,,6881,5.0,5,,,,,,
,,,,,6886,5.0,5,,,,,,
,,,,,6902,16.0,16,,,,,,
,,,,,6906,4.0,4,,,,,,
,,,,,6915,9.0,9,,,,,,
,,,,,6925,10.0,10,,,,,,
,,,,,6930,5.0,5,,,,,,
,,,,,6935,5.0,5,,,,,,
,,,,,6941,6.0,6,,,,,,
,,,,,6944,3.0,3,,,,,,
,,,,,6963,19.0,19,,,,,,
,,,,,6967,4.0,4,,,,,,
,,,,,6974,7.0,7,,,,,,
,,,,,6985,11.0,11,,,,,,
,,,,,6996,11.0,11,,,,,,
,,,,,7000,,,1.6886768341064453,4.433562278747559,4.510115623474121,0.0003,0.0003,0.1
,,,,,7003,7.0,7,,,,,,
,,,,,7021,18.0,18,,,,,,
,,,,,7034,13.0,13,,,,,,
,,,,,7040,6.0,6,,,,,,
,,,,,7043,3.0,3,,,,,,
,,,,,7051,8.0,8,,,,,,
,,,,,7056,5.0,5,,,,,,
,,,,,7060,4.0,4,,,,,,
,,,,,7069,9.0,9,,,,,,
,,,,,7074,5.0,5,,,,,,
,,,,,7087,13.0,13,,,,,,
,,,,,7093,6.0,6,,,,,,
,,,,,7099,6.0,6,,,,,,
,,,,,7105,6.0,6,,,,,,
,,,,,7115,10.0,10,,,,,,
,,,,,7120,5.0,5,,,,,,
,,,,,7123,3.0,3,,,,,,
,,,,,7126,3.0,3,,,,,,
,,,,,7136,10.0,10,,,,,,
,,,,,7139,3.0,3,,,,,,
,,,,,7153,14.0,14,,,,,,
,,,,,7159,6.0,6,,,,,,
,,,,,7167,8.0,8,,,,,,
,,,,,7174,7.0,7,,,,,,
,,,,,7177,3.0,3,,,,,,
,,,,,7180,3.0,3,,,,,,
,,,,,7184,4.0,4,,,,,,
,,,,,7192,8.0,8,,,,,,
,,,,,7207,15.0,15,,,,,,
,,,,,7213,6.0,6,,,,,,
,,,,,7234,21.0,21,,,,,,
,,,,,7237,3.0,3,,,,,,
,,,,,7246,9.0,9,,,,,,
,,,,,7250,4.0,4,,,,,,
,,,,,7254,4.0,4,,,,,,
,,,,,7264,10.0,10,,,,,,
,,,,,7272,8.0,8,,,,,,
,,,,,7276,4.0,4,,,,,,
,,,,,7287,11.0,11,,,,,,
,,,,,7296,9.0,9,,,,,,
,,,,,7308,12.0,12,,,,,,
,,,,,7311,3.0,3,,,,,,
,,,,,7314,3.0,3,,,,,,
,,,,,7325,11.0,11,,,,,,
,,,,,7329,4.0,4,,,,,,
,,,,,7335,6.0,6,,,,,,
,,,,,7340,5.0,5,,,,,,
,,,,,7346,6.0,6,,,,,,
,,,,,7349,3.0,3,,,,,,
,,,,,7358,9.0,9,,,,,,
,,,,,7362,4.0,4,,,,,,
,,,,,7365,3.0,3,,,,,,
,,,,,7370,5.0,5,,,,,,
,,,,,7373,3.0,3,,,,,,
,,,,,7377,4.0,4,,,,,,
,,,,,7384,7.0,7,,,,,,
,,,,,7402,18.0,18,,,,,,
,,,,,7408,6.0,6,,,,,,
,,,,,7415,7.0,7,,,,,,
,,,,,7423,8.0,8,,,,,,
,,,,,7427,4.0,4,,,,,,
,,,,,7441,14.0,14,,,,,,
,,,,,7454,13.0,13,,,,,,
,,,,,7465,11.0,11,,,,,,
,,,,,7468,3.0,3,,,,,,
,,,,,7481,13.0,13,,,,,,
,,,,,7492,11.0,11,,,,,,
,,,,,7499,7.0,7,,,,,,
,,,,,7517,18.0,18,,,,,,
,,,,,7524,7.0,7,,,,,,
,,,,,7530,6.0,6,,,,,,
,,,,,7547,17.0,17,,,,,,
,,,,,7551,4.0,4,,,,,,
,,,,,7555,4.0,4,,,,,,
,,,,,7558,3.0,3,,,,,,
,,,,,7567,9.0,9,,,,,,
,,,,,7572,5.0,5,,,,,,
,,,,,7576,4.0,4,,,,,,
,,,,,7580,4.0,4,,,,,,
,,,,,7585,5.0,5,,,,,,
,,,,,7589,4.0,4,,,,,,
,,,,,7597,8.0,8,,,,,,
,,,,,7604,7.0,7,,,,,,
,,,,,7613,9.0,9,,,,,,
,,,,,7618,5.0,5,,,,,,
,,,,,7621,3.0,3,,,,,,
,,,,,7625,4.0,4,,,,,,
,,,,,7631,6.0,6,,,,,,
,,,,,7636,5.0,5,,,,,,
,,,,,7640,4.0,4,,,,,,
,,,,,7653,13.0,13,,,,,,
,,,,,7662,9.0,9,,,,,,
,,,,,7668,6.0,6,,,,,,
,,,,,7686,18.0,18,,,,,,
,,,,,7699,13.0,13,,,,,,
,,,,,7710,11.0,11,,,,,,
,,,,,7722,12.0,12,,,,,,
,,,,,7732,10.0,10,,,,,,
,,,,,7735,3.0,3,,,,,,
,,,,,7739,4.0,4,,,,,,
,,,,,7784,45.0,45,,,,,,
,,,,,7795,11.0,11,,,,,,
,,,,,7802,7.0,7,,,,,,
,,,,,7807,5.0,5,,,,,,
,,,,,7810,3.0,3,,,,,,
,,,,,7817,7.0,7,,,,,,
,,,,,7832,15.0,15,,,,,,
,,,,,7836,4.0,4,,,,,,
,,,,,7842,6.0,6,,,,,,
,,,,,7848,6.0,6,,,,,,
,,,,,7851,3.0,3,,,,,,
,,,,,7857,6.0,6,,,,,,
,,,,,7862,5.0,5,,,,,,
,,,,,7872,10.0,10,,,,,,
,,,,,7877,5.0,5,,,,,,
,,,,,7881,4.0,4,,,,,,
,,,,,7896,15.0,15,,,,,,
,,,,,7905,9.0,9,,,,,,
,,,,,7910,5.0,5,,,,,,
,,,,,7914,4.0,4,,,,,,
,,,,,7918,4.0,4,,,,,,
,,,,,7928,10.0,10,,,,,,
,,,,,7934,6.0,6,,,,,,
,,,,,7937,3.0,3,,,,,,
,,,,,7940,3.0,3,,,,,,
,,,,,7946,6.0,6,,,,,,
,,,,,7950,4.0,4,,,,,,
,,,,,7961,11.0,11,,,,,,
,,,,,7973,12.0,12,,,,,,
,,,,,7978,5.0,5,,,,,,
,,,,,7984,6.0,6,,,,,,
,,,,,7988,4.0,4,,,,,,
,,,,,8000,,,1.9557267427444458,5.211116790771484,5.32485294342041,0.0003,0.0003,0.1
,,,,,8004,16.0,16,,,,,,
,,,,,8009,5.0,5,,,,,,
,,,,,8019,10.0,10,,,,,,
,,,,,8027,8.0,8,,,,,,
,,,,,8030,3.0,3,,,,,,
,,,,,8039,9.0,9,,,,,,
,,,,,8050,11.0,11,,,,,,
,,,,,8053,3.0,3,,,,,,
,,,,,8062,9.0,9,,,,,,
,,,,,8068,6.0,6,,,,,,
,,,,,8083,15.0,15,,,,,,
,,,,,8086,3.0,3,,,,,,
,,,,,8090,4.0,4,,,,,,
,,,,,8093,3.0,3,,,,,,
,,,,,8107,14.0,14,,,,,,
,,,,,8114,7.0,7,,,,,,
,,,,,8127,13.0,13,,,,,,
,,,,,8130,3.0,3,,,,,,
,,,,,8143,13.0,13,,,,,,
,,,,,8147,4.0,4,,,,,,
,,,,,8152,5.0,5,,,,,,
,,,,,8164,12.0,12,,,,,,
,,,,,8171,7.0,7,,,,,,
,,,,,8175,4.0,4,,,,,,
,,,,,8181,6.0,6,,,,,,
,,,,,8186,5.0,5,,,,,,
,,,,,8190,4.0,4,,,,,,
,,,,,8193,3.0,3,,,,,,
,,,,,8197,4.0,4,,,,,,
,,,,,8201,4.0,4,,,,,,
,,,,,8206,5.0,5,,,,,,
,,,,,8209,3.0,3,,,,,,
,,,,,8224,15.0,15,,,,,,
,,,,,8233,9.0,9,,,,,,
,,,,,8241,8.0,8,,,,,,
,,,,,8244,3.0,3,,,,,,
,,,,,8249,5.0,5,,,,,,
,,,,,8253,4.0,4,,,,,,
,,,,,8257,4.0,4,,,,,,
,,,,,8267,10.0,10,,,,,,
,,,,,8271,4.0,4,,,,,,
,,,,,8278,7.0,7,,,,,,
,,,,,8288,10.0,10,,,,,,
,,,,,8298,10.0,10,,,,,,
,,,,,8309,11.0,11,,,,,,
,,,,,8314,5.0,5,,,,,,
,,,,,8318,4.0,4,,,,,,
,,,,,8321,3.0,3,,,,,,
,,,,,8325,4.0,4,,,,,,
,,,,,8328,3.0,3,,,,,,
,,,,,8332,4.0,4,,,,,,
,,,,,8336,4.0,4,,,,,,
,,,,,8340,4.0,4,,,,,,
,,,,,8346,6.0,6,,,,,,
,,,,,8349,3.0,3,,,,,,
,,,,,8355,6.0,6,,,,,,
,,,,,8364,9.0,9,,,,,,
,,,,,8372,8.0,8,,,,,,
,,,,,8375,3.0,3,,,,,,
,,,,,8384,9.0,9,,,,,,
,,,,,8396,12.0,12,,,,,,
,,,,,8410,14.0,14,,,,,,
,,,,,8427,17.0,17,,,,,,
,,,,,8432,5.0,5,,,,,,
,,,,,8442,10.0,10,,,,,,
,,,,,8448,6.0,6,,,,,,
,,,,,8460,12.0,12,,,,,,
,,,,,8464,4.0,4,,,,,,
,,,,,8470,6.0,6,,,,,,
,,,,,8476,6.0,6,,,,,,
,,,,,8481,5.0,5,,,,,,
,,,,,8484,3.0,3,,,,,,
,,,,,8491,7.0,7,,,,,,
,,,,,8502,11.0,11,,,,,,
,,,,,8508,6.0,6,,,,,,
,,,,,8518,10.0,10,,,,,,
,,,,,8525,7.0,7,,,,,,
,,,,,8532,7.0,7,,,,,,
,,,,,8535,3.0,3,,,,,,
,,,,,8550,15.0,15,,,,,,
,,,,,8554,4.0,4,,,,,,
,,,,,8558,4.0,4,,,,,,
,,,,,8580,22.0,22,,,,,,
,,,,,8583,3.0,3,,,,,,
,,,,,8586,3.0,3,,,,,,
,,,,,8590,4.0,4,,,,,,
,,,,,8594,4.0,4,,,,,,
,,,,,8601,7.0,7,,,,,,
,,,,,8605,4.0,4,,,,,,
,,,,,8614,9.0,9,,,,,,
,,,,,8621,7.0,7,,,,,,
,,,,,8627,6.0,6,,,,,,
,,,,,8631,4.0,4,,,,,,
,,,,,8639,8.0,8,,,,,,
,,,,,8643,4.0,4,,,,,,
,,,,,8647,4.0,4,,,,,,
,,,,,8650,3.0,3,,,,,,
,,,,,8660,10.0,10,,,,,,
,,,,,8664,4.0,4,,,,,,
,,,,,8667,3.0,3,,,,,,
,,,,,8671,4.0,4,,,,,,
,,,,,8675,4.0,4,,,,,,
,,,,,8683,8.0,8,,,,,,
,,,,,8688,5.0,5,,,,,,
,,,,,8692,4.0,4,,,,,,
,,,,,8702,10.0,10,,,,,,
,,,,,8706,4.0,4,,,,,,
,,,,,8721,15.0,15,,,,,,
,,,,,8729,8.0,8,,,,,,
,,,,,8735,6.0,6,,,,,,
,,,,,8744,9.0,9,,,,,,
,,,,,8752,8.0,8,,,,,,
,,,,,8763,11.0,11,,,,,,
,,,,,8773,10.0,10,,,,,,
,,,,,8776,3.0,3,,,,,,
,,,,,8790,14.0,14,,,,,,
,,,,,8794,4.0,4,,,,,,
,,,,,8807,13.0,13,,,,,,
,,,,,8815,8.0,8,,,,,,
,,,,,8819,4.0,4,,,,,,
,,,,,8822,3.0,3,,,,,,
,,,,,8831,9.0,9,,,,,,
,,,,,8835,4.0,4,,,,,,
,,,,,8842,7.0,7,,,,,,
,,,,,8852,10.0,10,,,,,,
,,,,,8867,15.0,15,,,,,,
,,,,,8876,9.0,9,,,,,,
,,,,,8895,19.0,19,,,,,,
,,,,,8898,3.0,3,,,,,,
,,,,,8934,36.0,36,,,,,,
,,,,,8944,10.0,10,,,,,,
,,,,,8958,14.0,14,,,,,,
,,,,,8962,4.0,4,,,,,,
,,,,,8968,6.0,6,,,,,,
,,,,,8982,14.0,14,,,,,,
,,,,,8988,6.0,6,,,,,,
,,,,,8995,7.0,7,,,,,,
,,,,,8998,3.0,3,,,,,,
,,,,,9000,,,1.777835488319397,4.9935712814331055,4.938055992126465,0.0003,0.0003,0.1
,,,,,9005,7.0,7,,,,,,
,,,,,9018,13.0,13,,,,,,
,,,,,9030,12.0,12,,,,,,
,,,,,9040,10.0,10,,,,,,
,,,,,9045,5.0,5,,,,,,
,,,,,9048,3.0,3,,,,,,
,,,,,9054,6.0,6,,,,,,
,,,,,9076,22.0,22,,,,,,
,,,,,9083,7.0,7,,,,,,
,,,,,9089,6.0,6,,,,,,
,,,,,9095,6.0,6,,,,,,
,,,,,9098,3.0,3,,,,,,
,,,,,9102,4.0,4,,,,,,
,,,,,9107,5.0,5,,,,,,
,,,,,9112,5.0,5,,,,,,
,,,,,9117,5.0,5,,,,,,
,,,,,9120,3.0,3,,,,,,
,,,,,9123,3.0,3,,,,,,
,,,,,9128,5.0,5,,,,,,
,,,,,9133,5.0,5,,,,,,
,,,,,9137,4.0,4,,,,,,
,,,,,9151,14.0,14,,,,,,
,,,,,9159,8.0,8,,,,,,
,,,,,9163,4.0,4,,,,,,
,,,,,9175,12.0,12,,,,,,
,,,,,9183,8.0,8,,,,,,
,,,,,9189,6.0,6,,,,,,
,,,,,9193,4.0,4,,,,,,
,,,,,9206,13.0,13,,,,,,
,,,,,9211,5.0,5,,,,,,
,,,,,9223,12.0,12,,,,,,
,,,,,9226,3.0,3,,,,,,
,,,,,9229,3.0,3,,,,,,
,,,,,9232,3.0,3,,,,,,
,,,,,9238,6.0,6,,,,,,
,,,,,9245,7.0,7,,,,,,
,,,,,9256,11.0,11,,,,,,
,,,,,9259,3.0,3,,,,,,
,,,,,9264,5.0,5,,,,,,
,,,,,9267,3.0,3,,,,,,
,,,,,9271,4.0,4,,,,,,
,,,,,9275,4.0,4,,,,,,
,,,,,9281,6.0,6,,,,,,
,,,,,9290,9.0,9,,,,,,
,,,,,9295,5.0,5,,,,,,
,,,,,9299,4.0,4,,,,,,
,,,,,9307,8.0,8,,,,,,
,,,,,9316,9.0,9,,,,,,
,,,,,9326,10.0,10,,,,,,
,,,,,9331,5.0,5,,,,,,
,,,,,9339,8.0,8,,,,,,
,,,,,9353,14.0,14,,,,,,
,,,,,9360,7.0,7,,,,,,
,,,,,9367,7.0,7,,,,,,
,,,,,9377,10.0,10,,,,,,
,,,,,9380,3.0,3,,,,,,
,,,,,9383,3.0,3,,,,,,
,,,,,9400,17.0,17,,,,,,
,,,,,9408,8.0,8,,,,,,
,,,,,9412,4.0,4,,,,,,
,,,,,9425,13.0,13,,,,,,
,,,,,9428,3.0,3,,,,,,
,,,,,9431,3.0,3,,,,,,
,,,,,9436,5.0,5,,,,,,
,,,,,9442,6.0,6,,,,,,
,,,,,9448,6.0,6,,,,,,
,,,,,9454,6.0,6,,,,,,
,,,,,9463,9.0,9,,,,,,
,,,,,9470,7.0,7,,,,,,
,,,,,9474,4.0,4,,,,,,
,,,,,9480,6.0,6,,,,,,
,,,,,9488,8.0,8,,,,,,
,,,,,9495,7.0,7,,,,,,
,,,,,9501,6.0,6,,,,,,
