Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,8669,40.936077,35,,,,,,,,
,,,,,8686,19.356796,17,,,,,,,,
,,,,,8705,20.136097,19,,,,,,,,
,,,,,8753,25.193897,48,,,,,,,,
,,,,,8774,24.085606,21,,,,,,,,
,,,,,8796,23.606316,22,,,,,,,,
,,,,,8814,17.68464,18,,,,,,,,
,,,,,8828,12.329924,14,,,,,,,,
,,,,,8861,38.651882,33,,,,,,,,
,,,,,8877,13.831623,16,,,,,,,,
,,,,,8947,107.30136,70,,,,,,,,
,,,,,8970,22.998848,23,,,,,,,,
,,,,,8997,10.73023,27,,,,,,,,
,,,,,9017,18.15557,20,,,,,,,,
,,,,,9035,10.683133,18,,,,,,,,
,,,,,9050,13.671469,15,,,,,,,,
,,,,,9066,11.367374,16,,,,,,,,
,,,,,9083,12.044874,17,,,,,,,,
,,,,,9107,13.191493,24,,,,,,,,
,,,,,9129,18.54057,22,,,,,,,,
,,,,,9157,22.809622,28,,,,,,,,
,,,,,9177,21.656013,20,,,,,,,,
,,,,,9189,10.100989,12,,,,,,,,
,,,,,9200,9.113123,11,,,,,,,,
,,,,,9229,40.27631,29,,,,,,,,
,,,,,9259,35.075634,30,,,,,,,,
,,,,,9273,12.387785,14,,,,,,,,
,,,,,9285,7.403441,12,,,,,,,,
,,,,,9298,11.781989,13,,,,,,,,
,,,,,9358,111.79602,60,,,,,,,,
,,,,,9394,28.548243,36,,,,,,,,
,,,,,9406,7.948106,12,,,,,,,,
,,,,,9419,12.666468,13,,,,,,,,
,,,,,9436,10.3783655,17,,,,,,,,
,,,,,9461,15.420246,25,,,,,,,,
,,,,,9496,49.033592,35,,,,,,,,
,,,,,9515,8.9165745,19,,,,,,,,
,,,,,9542,19.085663,27,,,,,,,,
,,,,,9552,8.414844,10,,,,,,,,
,,,,,9585,19.57275,33,,,,,,,,
,,,,,9601,13.653452,16,,,,,,,,
,,,,,9614,9.981137,13,,,,,,,,
,,,,,9640,32.409832,26,,,,,,,,
,,,,,9663,15.707602,23,,,,,,,,
,,,,,9691,24.721306,28,,,,,,,,
,,,,,9721,27.437468,30,,,,,,,,
,,,,,9734,11.702798,13,,,,,,,,
,,,,,9759,26.558475,25,,,,,,,,
,,,,,9831,111.767975,72,,,,,,,,
,,,,,9844,10.118634,13,,,,,,,,
,,,,,9858,12.927285,14,,,,,,,,
,,,,,9869,8.983563,11,,,,,,,,
,,,,,9888,12.221885,19,,,,,,,,
,,,,,9900,7.738775,12,,,,,,,,
,,,,,9927,13.75756,27,,,,,,,,
,,,,,9949,13.912078,22,,,,,,,,
,,,,,9961,9.819751,12,,,,,,,,
,,,,,9976,11.597063,15,,,,,,,,
,,,,,9995,20.015379,19,,,,,,,,
33.42936,25.71976,85.66685,8.067027,27.9,10000,,,-0.450870156288147,1.9446909427642822,1.2993957996368408,0.09922619163990021,1.1681251525878906,0.0003,0.0003,0.1
,,,,,10014,14.242209,19,,,,,,,,
,,,,,10031,13.506918,17,,,,,,,,
,,,,,10078,80.80554,47,,,,,,,,
,,,,,10093,17.614231,15,,,,,,,,
,,,,,10129,59.06452,36,,,,,,,,
,,,,,10178,58.311142,49,,,,,,,,
,,,,,10222,75.14408,44,,,,,,,,
,,,,,10265,74.53012,43,,,,,,,,
,,,,,10301,59.97876,36,,,,,,,,
,,,,,10340,63.687134,39,,,,,,,,
,,,,,10381,68.204384,41,,,,,,,,
,,,,,10432,91.91268,51,,,,,,,,
,,,,,10468,58.96787,36,,,,,,,,
,,,,,10519,90.354866,51,,,,,,,,
,,,,,10584,125.51804,65,,,,,,,,
,,,,,10621,62.79667,37,,,,,,,,
,,,,,10654,54.402374,33,,,,,,,,
,,,,,10700,80.79045,46,,,,,,,,
,,,,,10734,55.600792,34,,,,,,,,
,,,,,10772,63.652897,38,,,,,,,,
,,,,,10807,58.31732,35,,,,,,,,
,,,,,10840,53.524643,33,,,,,,,,
,,,,,10895,99.54029,55,,,,,,,,
,,,,,10931,60.41121,36,,,,,,,,
,,,,,10966,58.04503,35,,,,,,,,
,,,,,11000,,,-6.796606063842773,0.020362503826618195,0.516893744468689,6.254749298095703,6.135848045349121,0.0003,0.0003,0.1
,,,,,11001,57.508137,35,,,,,,,,
,,,,,11046,77.633446,45,,,,,,,,
,,,,,11123,158.53925,77,,,,,,,,
,,,,,11157,56.46401,34,,,,,,,,
,,,,,11191,56.67049,34,,,,,,,,
,,,,,11269,165.42894,78,,,,,,,,
,,,,,11343,150.87073,74,,,,,,,,
,,,,,11381,65.63817,38,,,,,,,,
,,,,,11475,213.89133,94,,,,,,,,
,,,,,11558,183.72256,83,,,,,,,,
,,,,,11642,187.5173,84,,,,,,,,
,,,,,11730,196.23073,88,,,,,,,,
,,,,,11810,174.2233,80,,,,,,,,
,,,,,11892,176.52629,82,,,,,,,,
,,,,,11976,167.69238,84,,,,,,,,
,,,,,12000,,,-15.328656196594238,-1.6797199249267578,0.5174462795257568,14.107734680175781,13.98451042175293,0.0003,0.0003,0.1
,,,,,12061,181.5868,85,,,,,,,,
,,,,,12148,192.4698,87,,,,,,,,
,,,,,12235,196.6859,87,,,,,,,,
,,,,,12323,195.58907,88,,,,,,,,
,,,,,12407,187.54068,84,,,,,,,,
,,,,,12494,192.24133,87,,,,,,,,
,,,,,12579,182.54292,85,,,,,,,,
