Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,52000,,,-200.72291564941406,-6.262720584869385,0.5624852180480957,199.3319091796875,199.23760986328125,0.03958991542458534,-0.010905373841524124,0.0003,0.0003,0.03959155082702637
,,,,,52999,3249.6702,1000,,,,,,,,,,
,,,,,53000,,,-206.94091796875,-5.593819618225098,0.6194515228271484,205.69985961914062,205.72085571289062,0.041156068444252014,0.010796098038554192,0.0003,0.0003,0.041156232357025146
,,,,,53999,3363.2947,1000,,,,,,,,,,
,,,,,54000,,,-210.14418029785156,-6.105071067810059,0.6757234334945679,208.70468139648438,208.69447326660156,0.04160155728459358,-0.014793290756642818,0.0003,0.0003,0.041600774973630905
,,,,,54999,3383.0432,1000,,,,,,,,,,
3380.9382,17.35394,3406.8787,3353.9944,1000.0,55000,,,-216.17300415039062,-5.72885799407959,0.6279665231704712,214.73760986328125,214.70526123046875,0.04189217463135719,0.005839875433593988,0.0003,0.0003,0.04189117252826691
,,,,,55999,3418.1785,1000,,,,,,,,,,
,,,,,56000,,,-217.89389038085938,-6.085614204406738,0.7200542688369751,216.49179077148438,216.52999877929688,0.04211122542619705,0.0015439039561897516,0.0003,0.0003,0.04211196303367615
,,,,,56999,3450.4856,1000,,,,,,,,,,
,,,,,57000,,,-224.04286193847656,-6.381932258605957,0.613832950592041,222.91522216796875,223.0482177734375,0.04238199442625046,-0.015543490648269653,0.0003,0.0003,0.04238373041152954
,,,,,57999,3440.0422,1000,,,,,,,,,,
,,,,,58000,,,-231.5552978515625,-5.984411716461182,0.6035138368606567,230.3045654296875,230.27423095703125,0.043232083320617676,0.0034962277859449387,0.0003,0.0003,0.04323384538292885
,,,,,58999,3439.4307,1000,,,,,,,,,,
,,,,,59000,,,-234.7791290283203,-6.213566303253174,0.39873743057250977,233.49583435058594,233.4856719970703,0.044252436608076096,-0.013721631839871407,0.0003,0.0003,0.04425334185361862
,,,,,59999,3532.2053,1000,,,,,,,,,,
3538.9624,22.398846,3572.3486,3496.2756,1000.0,60000,,,-237.93629455566406,-6.487214088439941,0.45977264642715454,236.67323303222656,236.67626953125,0.045115139335393906,-0.025894800201058388,0.0003,0.0003,0.04511816054582596
,,,,,60999,3577.4963,1000,,,,,,,,,,
,,,,,61000,,,-237.13836669921875,-6.078603744506836,0.4615185260772705,235.896240234375,235.81072998046875,0.04579305276274681,-0.0073138875886797905,0.0003,0.0003,0.04579300805926323
,,,,,61999,3569.0466,1000,,,,,,,,,,
,,,,,62000,,,-240.23057556152344,-5.905120849609375,0.5594366192817688,238.89645385742188,238.75794982910156,0.04667536914348602,-0.002198066096752882,0.0003,0.0003,0.046675436198711395
,,,,,62999,3602.5166,1000,,,,,,,,,,
,,,,,63000,,,-249.8712158203125,-6.0907206535339355,0.4891223907470703,248.62762451171875,248.60853576660156,0.047278352081775665,-0.012605171650648117,0.0003,0.0003,0.04727768898010254
,,,,,63999,3638.564,1000,,,,,,,,,,
,,,,,64000,,,-252.21751403808594,-5.904055595397949,0.46579375863075256,251.01358032226562,251.0589599609375,0.04829490929841995,0.017651991918683052,0.0003,0.0003,0.04829542711377144
,,,,,64999,2890.2007,1000,,,,,,,,,,
3647.8438,23.138725,3686.0903,3601.4707,1000.0,65000,,,-254.2977752685547,-5.807455062866211,0.6246510744094849,253.02801513671875,253.12908935546875,0.047602370381355286,0.012132560834288597,0.0003,0.0003,0.04759800061583519
,,,,,65999,3627.083,1000,,,,,,,,,,
,,,,,66000,,,-257.9407653808594,-5.9669904708862305,0.5049817562103271,256.8651123046875,256.8826904296875,0.044633712619543076,0.0012207417748868465,0.0003,0.0003,0.04463094845414162
,,,,,66999,3621.4285,1000,,,,,,,,,,
,,,,,67000,,,-263.8580627441406,-6.126702785491943,0.47417348623275757,262.79119873046875,262.6956787109375,0.0430297926068306,-0.010592116042971611,0.0003,0.0003,0.04303013160824776
,,,,,67999,3641.197,1000,,,,,,,,,,
,,,,,68000,,,-259.3791809082031,-5.889625549316406,1.0111829042434692,258.3408508300781,258.2773132324219,0.043789561837911606,-0.0018791696056723595,0.0003,0.0003,0.043789926916360855
,,,,,68999,3726.1306,1000,,,,,,,,,,
,,,,,69000,,,-266.4349670410156,-6.3352766036987305,0.5827735662460327,265.43194580078125,265.4216613769531,0.044207409024238586,-0.0018196525052189827,0.0003,0.0003,0.04420660808682442
,,,,,69999,3701.1675,1000,,,,,,,,,,
3749.2688,27.783367,3785.6912,3695.651,1000.0,70000,,,-271.5577087402344,-6.438549041748047,0.4617839753627777,270.60040283203125,270.61181640625,0.04522255063056946,-0.015868689864873886,0.0003,0.0003,0.045226022601127625
,,,,,70999,3702.194,1000,,,,,,,,,,
,,,,,71000,,,-270.23040771484375,-5.5260210037231445,0.5829897522926331,269.05474853515625,269.16790771484375,0.047144532203674316,0.011588389053940773,0.0003,0.0003,0.04714347422122955
,,,,,71999,3788.3389,1000,,,,,,,,,,
,,,,,72000,,,-275.11431884765625,-5.911683559417725,0.6236909031867981,274.03131103515625,274.0943603515625,0.048178836703300476,0.006923291366547346,0.0003,0.0003,0.04817894846200943
,,,,,72999,3770.0945,1000,,,,,,,,,,
,,,,,73000,,,-281.7630920410156,-5.977696418762207,0.41948437690734863,280.8466796875,280.8863220214844,0.04890117421746254,0.0031384574249386787,0.0003,0.0003,0.04890195280313492
,,,,,73999,3729.3274,1000,,,,,,,,,,
,,,,,74000,,,-278.3185729980469,-6.018950462341309,0.7664947509765625,277.0169677734375,277.1329345703125,0.050512682646512985,-0.019135018810629845,0.0003,0.0003,0.05051264539361
,,,,,74999,3806.883,1000,,,,,,,,,,
3814.4058,38.739014,3864.168,3734.365,1000.0,75000,,,-286.41900634765625,-5.9661641120910645,0.5141353607177734,285.25347900390625,285.38702392578125,0.052344247698783875,-0.019536763429641724,0.0003,0.0003,0.05234462395310402
,,,,,75999,3805.9963,1000,,,,,,,,,,
,,,,,76000,,,-282.4051818847656,-6.202037811279297,0.955082356929779,281.0977478027344,281.01959228515625,0.05339895561337471,-0.002615306992083788,0.0003,0.0003,0.05340227857232094
,,,,,76999,3873.242,1000,,,,,,,,,,
,,,,,77000,,,-290.9578857421875,-6.076288223266602,0.44636332988739014,289.96002197265625,289.9144287109375,0.05321995168924332,0.0005775648169219494,0.0003,0.0003,0.053218692541122437
,,,,,77999,3874.2163,1000,,,,,,,,,,
,,,,,78000,,,-292.98919677734375,-5.779723644256592,0.5687263011932373,291.6625061035156,291.5541076660156,0.0528530590236187,0.0050153727643191814,0.0003,0.0003,0.05284975841641426
,,,,,78999,3720.8906,1000,,,,,,,,,,
,,,,,79000,,,-295.6557922363281,-5.861514091491699,0.6172916889190674,294.3297119140625,294.4892578125,0.05307716876268387,0.013196615502238274,0.0003,0.0003,0.053076885640621185
,,,,,79999,3798.9983,1000,,,,,,,,,,
3816.4536,77.74499,3923.9556,3669.3914,1000.0,80000,,,-294.17083740234375,-6.276610374450684,0.5059380531311035,293.000732421875,293.0942077636719,0.05279337614774704,-0.009839748963713646,0.0003,0.0003,0.052796248346567154
,,,,,80999,3929.4724,1000,,,,,,,,,,
,,,,,81000,,,-301.0378723144531,-5.985625267028809,0.48293358087539673,299.8396301269531,299.84075927734375,0.05235794931650162,-0.0065472181886434555,0.0003,0.0003,0.05235803499817848
,,,,,81999,3814.357,1000,,,,,,,,,,
,,,,,82000,,,-301.8262939453125,-5.849936485290527,0.4910537302494049,300.7039794921875,300.7228088378906,0.05230594798922539,-0.006022918503731489,0.0003,0.0003,0.052305471152067184
,,,,,82999,3954.3022,1000,,,,,,,,,,
,,,,,83000,,,-305.4480285644531,-6.157201290130615,0.6825046539306641,304.40191650390625,304.3167419433594,0.052592456340789795,-0.0021203579381108284,0.0003,0.0003,0.05259149149060249
,,,,,83999,3878.005,1000,,,,,,,,,,
,,,,,84000,,,-306.65985107421875,-6.225394248962402,0.6165233254432678,305.4066162109375,305.523681640625,0.05308201536536217,-0.012762714177370071,0.0003,0.0003,0.05308113992214203
,,,,,84999,3860.0774,1000,,,,,,,,,,
3440.7078,857.53955,3936.8384,1559.0829,1000.0,85000,,,-309.92303466796875,-6.337093353271484,0.6198545098304749,308.8236083984375,308.9567565917969,0.05273197218775749,-0.01206541433930397,0.0003,0.0003,0.05273132026195526
,,,,,85999,3777.9526,1000,,,,,,,,,,
,,,,,86000,,,-312.7815246582031,-6.166357040405273,0.7629126906394958,311.54217529296875,311.49493408203125,0.05197655409574509,-0.006904643960297108,0.0003,0.0003,0.05197754502296448
,,,,,86999,3977.7583,1000,,,,,,,,,,
,,,,,87000,,,-313.83221435546875,-5.879161357879639,0.5210420489311218,312.72998046875,312.72467041015625,0.0530334897339344,0.0024496950209140778,0.0003,0.0003,0.05303552374243736
,,,,,87999,3945.226,1000,,,,,,,,,,
,,,,,88000,,,-318.3254089355469,-5.988534450531006,0.6567094326019287,317.2740478515625,317.2578430175781,0.05358792841434479,0.0050939833745360374,0.0003,0.0003,0.05358942598104477
,,,,,88999,3907.2554,1000,,,,,,,,,,
,,,,,89000,,,-314.0476379394531,-6.1438798904418945,0.6324244141578674,312.5276184082031,312.5792541503906,0.05369826406240463,-0.0007688845507800579,0.0003,0.0003,0.053698472678661346
,,,,,89999,3944.9756,1000,,,,,,,,,,
3930.3784,137.77097,4024.7974,3528.1284,1000.0,90000,,,-318.54327392578125,-5.664913654327393,0.6018718481063843,317.43231201171875,317.4250793457031,0.05439716577529907,0.017535965889692307,0.0003,0.0003,0.05439694598317146
,,,,,90999,3639.599,1000,,,,,,,,,,
,,,,,91000,,,-325.32257080078125,-6.277358055114746,0.7055274844169617,324.02630615234375,324.1151123046875,0.05342474207282066,0.0021497677080333233,0.0003,0.0003,0.05342544615268707
,,,,,91999,3678.641,1000,,,,,,,,,,
,,,,,92000,,,-323.56146240234375,-5.982509613037109,0.643012285232544,322.2950744628906,322.3316650390625,0.05308409035205841,0.01946699246764183,0.0003,0.0003,0.05308296158909798
,,,,,92999,3928.261,1000,,,,,,,,,,
,,,,,93000,,,-326.4195861816406,-6.014564514160156,0.5944253206253052,325.3006286621094,325.4399719238281,0.05193619430065155,0.008716418407857418,0.0003,0.0003,0.05193430185317993
,,,,,93999,3925.2056,1000,,,,,,,,,,
,,,,,94000,,,-329.7951354980469,-6.237311363220215,0.6556377410888672,328.85546875,328.69537353515625,0.05073333904147148,-0.002382836304605007,0.0003,0.0003,0.05073275789618492
,,,,,94999,3794.8718,1000,,,,,,,,,,
4064.4097,27.489904,4108.551,4019.459,1000.0,95000,,,-330.8883056640625,-6.4528093338012695,0.6782103180885315,329.803466796875,329.94873046875,0.051129166036844254,-0.0025164284743368626,0.0003,0.0003,0.0511312410235405
,,,,,95999,4020.8818,1000,,,,,,,,,,
,,,,,96000,,,-333.5548095703125,-6.063009262084961,0.5797722339630127,332.35809326171875,332.32562255859375,0.05185437202453613,0.0019180076196789742,0.0003,0.0003,0.05185490474104881
,,,,,96999,4077.0054,1000,,,,,,,,,,
,,,,,97000,,,-334.48919677734375,-6.0484819412231445,0.48561757802963257,333.4767761230469,333.4632873535156,0.05235220864415169,0.0034987383987754583,0.0003,0.0003,0.05235244706273079
,,,,,97999,4094.9282,1000,,,,,,,,,,
,,,,,98000,,,-337.0426025390625,-6.189335823059082,0.5144221782684326,336.2073669433594,336.1160888671875,0.052328627556562424,-0.022316306829452515,0.0003,0.0003,0.05233149230480194
,,,,,98999,4154.049,1000,,,,,,,,,,
,,,,,99000,,,-335.758544921875,-6.322241306304932,0.5255727171897888,334.8050537109375,334.7654724121094,0.053544625639915466,-0.002875083824619651,0.0003,0.0003,0.05354743450880051
,,,,,99999,3952.3062,1000,,,,,,,,,,
4135.835,29.778852,4189.6523,4069.4485,1000.0,100000,,,-342.1206970214844,-6.042055130004883,0.47294437885284424,341.155029296875,341.0524597167969,0.05429217964410782,-0.018654998391866684,0.0003,0.0003,0.05429445579648018
,,,,,100999,3970.7976,1000,,,,,,,,,,
,,,,,101000,,,-342.0269775390625,-5.920170783996582,0.6398952007293701,341.089111328125,341.0111083984375,0.05487661436200142,-0.013072824105620384,0.0003,0.0003,0.05487760528922081
,,,,,101999,4207.8174,1000,,,,,,,,,,
,,,,,102000,,,-343.3380126953125,-5.435260772705078,0.5994004011154175,342.54718017578125,342.4659118652344,0.055199600756168365,0.01788240671157837,0.0003,0.0003,0.05520039051771164
,,,,,102999,4055.3394,1000,,,,,,,,,,
,,,,,103000,,,-344.1057434082031,-6.045562744140625,0.549715518951416,343.06219482421875,342.9530029296875,0.05539856478571892,-0.02599405124783516,0.0003,0.0003,0.05540000647306442
,,,,,103999,4185.6167,1000,,,,,,,,,,
,,,,,104000,,,-341.38812255859375,-6.00889778137207,0.7659988403320312,340.2230224609375,340.178466796875,0.056250039488077164,-0.004746834747493267,0.0003,0.0003,0.05625038966536522
,,,,,104999,4265.091,1000,,,,,,,,,,
4280.428,34.8729,4347.55,4214.4097,1000.0,105000,,,-348.6520080566406,-6.292490482330322,0.6016141176223755,347.6982421875,347.6390075683594,0.05765100568532944,0.006611863151192665,0.0003,0.0003,0.05765118822455406
,,,,,105999,4279.4478,1000,,,,,,,,,,
,,,,,106000,,,-347.7843933105469,-5.639469146728516,0.5368936061859131,346.6488952636719,346.63958740234375,0.05903574079275131,0.009086854755878448,0.0003,0.0003,0.05903436243534088
,,,,,106999,4270.952,1000,,,,,,,,,,
,,,,,107000,,,-349.0413513183594,-6.050619125366211,0.5973796844482422,348.1077880859375,348.3929443359375,0.05974453687667847,-0.003986264578998089,0.0003,0.0003,0.059744711965322495
,,,,,107999,4320.791,1000,,,,,,,,,,
,,,,,108000,,,-355.3113708496094,-5.845476150512695,0.4582916796207428,354.4107666015625,354.3455810546875,0.06020020321011543,0.0008171547669917345,0.0003,0.0003,0.0601966567337513
,,,,,108999,4370.17,1000,,,,,,,,,,
,,,,,109000,,,-353.5536804199219,-6.072843551635742,0.5368435382843018,352.5030517578125,352.50738525390625,0.060841433703899384,0.0032969554886221886,0.0003,0.0003,0.0608382411301136
,,,,,109999,4232.9766,1000,,,,,,,,,,
4018.8125,457.2319,4326.208,2685.8762,1000.0,110000,,,-355.94512939453125,-5.730935096740723,0.693914532661438,354.84674072265625,354.6726989746094,0.06140949949622154,0.006449728738516569,0.0003,0.0003,0.061409883201122284
,,,,,110999,4052.211,1000,,,,,,,,,,
,,,,,111000,,,-358.404541015625,-5.746723175048828,0.48196500539779663,357.3177185058594,357.22552490234375,0.06198545917868614,0.020876608788967133,0.0003,0.0003,0.06198083236813545
,,,,,111999,4388.4536,1000,,,,,,,,,,
,,,,,112000,,,-356.6492919921875,-6.219244003295898,1.0435678958892822,355.2437744140625,355.301513671875,0.06255389004945755,-0.009163254871964455,0.0003,0.0003,0.06255558878183365
,,,,,112999,4338.4385,1000,,,,,,,,,,
,,,,,113000,,,-363.2273864746094,-5.850692272186279,0.6275497078895569,362.2547607421875,362.301513671875,0.06336038559675217,0.01641937717795372,0.0003,0.0003,0.06336307525634766
,,,,,113999,4294.9185,1000,,,,,,,,,,
,,,,,114000,,,-363.8068542480469,-6.374166488647461,0.5354876518249512,362.6100158691406,362.67218017578125,0.06418678909540176,-0.020062120631337166,0.0003,0.0003,0.06418909877538681
,,,,,114999,4335.5654,1000,,,,,,,,,,
4354.3535,42.35509,4432.45,4290.6406,1000.0,115000,,,-366.4313049316406,-5.4583330154418945,0.6241822242736816,365.4749450683594,365.6009521484375,0.06490546464920044,0.010713108815252781,0.0003,0.0003,0.0649021714925766
,,,,,115999,4367.876,1000,,,,,,,,,,
,,,,,116000,,,-364.1243591308594,-5.826236248016357,0.6590108871459961,362.99371337890625,362.9559326171875,0.06559529900550842,0.030449021607637405,0.0003,0.0003,0.06559474766254425
,,,,,116999,4449.275,1000,,,,,,,,,,
,,,,,117000,,,-369.1498718261719,-5.738595962524414,0.5344935655593872,368.24176025390625,368.22674560546875,0.06564824283123016,0.0074135116301476955,0.0003,0.0003,0.06564667820930481
,,,,,117999,4447.857,1000,,,,,,,,,,
,,,,,118000,,,-371.24249267578125,-6.32504415512085,1.1661438941955566,370.20703125,370.16680908203125,0.06571569293737411,-0.02251589111983776,0.0003,0.0003,0.06571794301271439
,,,,,118999,4361.453,1000,,,,,,,,,,
,,,,,119000,,,-370.9660949707031,-5.542917728424072,0.8860935568809509,369.76495361328125,369.60107421875,0.06650247424840927,0.01618516631424427,0.0003,0.0003,0.06650247424840927
,,,,,119999,4323.84,1000,,,,,,,,,,
