Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,38000,,,-87.57188415527344,-0.5648525953292847,0.8696895837783813,86.20632934570312,86.23748779296875,0.0003,0.0003,0.1
,,,,,38999,2416.217,1000,,,,,,,,
,,,,,39000,,,-96.97802734375,-1.1750764846801758,0.923332929611206,95.71839904785156,95.67598724365234,0.0003,0.0003,0.1
,,,,,39999,2396.6426,1000,,,,,,,,
2277.9897,567.141,2567.4778,580.8016,1000.0,40000,,,-96.5999984741211,-0.7127035856246948,0.6444814205169678,95.49351501464844,95.5477294921875,0.0003,0.0003,0.1
,,,,,40999,2426.462,1000,,,,,,,,
,,,,,41000,,,-102.2291030883789,-1.1185612678527832,2.265133857727051,101.07202911376953,101.13386535644531,0.0003,0.0003,0.1
,,,,,41999,2559.44,1000,,,,,,,,
,,,,,42000,,,-109.45255279541016,-1.4894373416900635,0.9690392017364502,108.46908569335938,108.31626892089844,0.0003,0.0003,0.1
,,,,,42999,2608.5515,1000,,,,,,,,
,,,,,43000,,,-109.50444793701172,-1.3959314823150635,0.7701238393783569,108.26177215576172,108.27576446533203,0.0003,0.0003,0.1
,,,,,43999,2561.8489,1000,,,,,,,,
,,,,,44000,,,-116.20032501220703,-1.5330990552902222,1.7288062572479248,114.70220947265625,114.72591400146484,0.0003,0.0003,0.1
,,,,,44999,2651.8513,1000,,,,,,,,
2651.5464,72.07206,2708.7761,2479.9817,1000.0,45000,,,-122.75609588623047,-2.0549890995025635,0.9497246146202087,121.46522521972656,121.23835754394531,0.0003,0.0003,0.1
,,,,,45999,230.46414,1000,,,,,,,,
,,,,,46000,,,-124.68036651611328,-1.0759146213531494,1.1685317754745483,123.59681701660156,123.61080932617188,0.0003,0.0003,0.1
,,,,,46999,2719.507,1000,,,,,,,,
,,,,,47000,,,-131.59722900390625,-1.4099185466766357,0.6946233510971069,130.71319580078125,130.7257080078125,0.0003,0.0003,0.1
,,,,,47999,2659.2312,1000,,,,,,,,
,,,,,48000,,,-137.19912719726562,-1.3449323177337646,0.7174559235572815,135.9632568359375,136.1175537109375,0.0003,0.0003,0.1
,,,,,48999,2714.0454,1000,,,,,,,,
,,,,,49000,,,-137.01039123535156,-1.2102562189102173,0.6808322668075562,135.8083038330078,135.90451049804688,0.0003,0.0003,0.1
,,,,,49999,2816.691,1000,,,,,,,,
2791.0442,293.67493,2943.0173,1917.7544,1000.0,50000,,,-140.6553955078125,-1.0693998336791992,0.8780505657196045,139.4320068359375,139.3521728515625,0.0003,0.0003,0.1
,,,,,50999,2877.575,1000,,,,,,,,
,,,,,51000,,,-144.87391662597656,-1.3118820190429688,1.1450605392456055,143.6818389892578,143.67799377441406,0.0003,0.0003,0.1
,,,,,51999,2801.5237,1000,,,,,,,,
,,,,,52000,,,-151.32748413085938,-1.362342357635498,1.0178015232086182,150.17738342285156,150.249755859375,0.0003,0.0003,0.1
,,,,,52999,2660.146,1000,,,,,,,,
,,,,,53000,,,-159.62893676757812,-1.280521273612976,0.766329288482666,158.48565673828125,158.41094970703125,0.0003,0.0003,0.1
,,,,,53999,1147.8481,1000,,,,,,,,
,,,,,54000,,,-159.9396514892578,-1.0412964820861816,0.898204505443573,158.6472625732422,158.60406494140625,0.0003,0.0003,0.1
,,,,,54999,2865.2878,1000,,,,,,,,
2402.859,790.24744,2938.1194,475.98746,1000.0,55000,,,-162.4962158203125,-1.655221700668335,1.136073350906372,161.0800018310547,161.008056640625,0.0003,0.0003,0.1
,,,,,55999,2927.5056,1000,,,,,,,,
,,,,,56000,,,-162.08290100097656,-1.4967436790466309,0.825788140296936,160.94903564453125,161.06214904785156,0.0003,0.0003,0.1
,,,,,56999,1949.1903,1000,,,,,,,,
,,,,,57000,,,-170.1897430419922,-0.915215790271759,0.9628417491912842,169.2131805419922,169.09671020507812,0.0003,0.0003,0.1
,,,,,57999,3019.3281,1000,,,,,,,,
,,,,,58000,,,-177.98313903808594,-1.7668111324310303,0.8235194087028503,176.97213745117188,176.93960571289062,0.0003,0.0003,0.1
,,,,,58999,2958.1023,1000,,,,,,,,
,,,,,59000,,,-178.60330200195312,-1.8312643766403198,1.5095345973968506,177.5054473876953,177.6793212890625,0.0003,0.0003,0.1
,,,,,59999,3038.0923,1000,,,,,,,,
2874.0112,408.46194,3088.055,1666.4135,1000.0,60000,,,-183.36810302734375,-1.6570115089416504,0.9869831800460815,182.22921752929688,182.2822265625,0.0003,0.0003,0.1
,,,,,60999,3001.2563,1000,,,,,,,,
,,,,,61000,,,-178.7191619873047,-1.4847716093063354,1.039827823638916,177.54075622558594,177.4409942626953,0.0003,0.0003,0.1
,,,,,61999,3007.3813,1000,,,,,,,,
,,,,,62000,,,-183.46864318847656,-1.481904149055481,1.0840991735458374,182.23403930664062,182.1156005859375,0.0003,0.0003,0.1
,,,,,62999,2982.4695,1000,,,,,,,,
,,,,,63000,,,-194.16822814941406,-2.029536247253418,1.9436653852462769,192.97457885742188,192.97128295898438,0.0003,0.0003,0.1
,,,,,63999,3041.0444,1000,,,,,,,,
,,,,,64000,,,-195.8201904296875,-2.109431743621826,1.0560460090637207,194.62042236328125,194.57040405273438,0.0003,0.0003,0.1
,,,,,64999,1661.0897,1000,,,,,,,,
2996.814,38.23327,3034.2866,2897.0305,1000.0,65000,,,-195.5819091796875,-2.6819190979003906,1.7765138149261475,194.37689208984375,194.33624267578125,0.0003,0.0003,0.1
,,,,,65999,3055.274,1000,,,,,,,,
,,,,,66000,,,-207.72984313964844,-1.9452629089355469,1.4270291328430176,206.1392822265625,206.1287841796875,0.0003,0.0003,0.1
,,,,,66999,3095.2334,1000,,,,,,,,
,,,,,67000,,,-213.8970489501953,-2.0320730209350586,2.421454906463623,212.58255004882812,212.58596801757812,0.0003,0.0003,0.1
,,,,,67999,3052.4001,1000,,,,,,,,
,,,,,68000,,,-208.7135772705078,-2.1820149421691895,1.191748857498169,207.552001953125,207.762939453125,0.0003,0.0003,0.1
,,,,,68999,3158.7087,1000,,,,,,,,
,,,,,69000,,,-219.59005737304688,-1.989100456237793,1.6994900703430176,218.21267700195312,218.15744018554688,0.0003,0.0003,0.1
,,,,,69999,3238.5046,1000,,,,,,,,
3205.293,29.174246,3244.4272,3134.7026,1000.0,70000,,,-225.39674377441406,-1.9740102291107178,1.3657863140106201,224.16888427734375,224.18939208984375,0.0003,0.0003,0.1
,,,,,70999,3166.6367,1000,,,,,,,,
,,,,,71000,,,-220.98292541503906,-1.9375507831573486,1.330559492111206,219.33116149902344,219.20448303222656,0.0003,0.0003,0.1
,,,,,71999,2452.4875,1000,,,,,,,,
,,,,,72000,,,-233.62051391601562,-1.9441293478012085,2.958604097366333,232.20748901367188,232.17587280273438,0.0003,0.0003,0.1
,,,,,72999,3195.951,1000,,,,,,,,
,,,,,73000,,,-234.44215393066406,-1.7749509811401367,1.8444342613220215,233.29898071289062,233.27090454101562,0.0003,0.0003,0.1
,,,,,73999,3249.122,1000,,,,,,,,
,,,,,74000,,,-235.4398193359375,-1.759312629699707,1.4453234672546387,234.031005859375,234.09417724609375,0.0003,0.0003,0.1
,,,,,74999,3298.2124,1000,,,,,,,,
3220.4895,35.50993,3282.3037,3172.524,1000.0,75000,,,-239.83367919921875,-1.7088212966918945,1.8691056966781616,238.58909606933594,238.7607421875,0.0003,0.0003,0.1
,,,,,75999,3264.2793,1000,,,,,,,,
,,,,,76000,,,-235.33070373535156,-1.8391472101211548,1.2315901517868042,234.01876831054688,234.00375366210938,0.0003,0.0003,0.1
,,,,,76999,3366.2766,1000,,,,,,,,
,,,,,77000,,,-242.51939392089844,-2.1799769401550293,1.3709089756011963,241.35693359375,241.49510192871094,0.0003,0.0003,0.1
,,,,,77999,3348.2937,1000,,,,,,,,
,,,,,78000,,,-248.6166229248047,-1.8577406406402588,1.0627429485321045,247.42459106445312,247.3405303955078,0.0003,0.0003,0.1
,,,,,78999,3386.4053,1000,,,,,,,,
,,,,,79000,,,-253.01734924316406,-2.1107230186462402,1.3560411930084229,251.60366821289062,251.5689697265625,0.0003,0.0003,0.1
,,,,,79999,3358.4363,1000,,,,,,,,
3461.0913,133.64699,3525.53,3066.8918,1000.0,80000,,,-249.03579711914062,-2.1810083389282227,1.1925216913223267,247.4449462890625,247.47265625,0.0003,0.0003,0.1
,,,,,80999,3418.1965,1000,,,,,,,,
,,,,,81000,,,-258.8055725097656,-1.9705276489257812,1.2175019979476929,257.5025634765625,257.684814453125,0.0003,0.0003,0.1
,,,,,81999,3486.652,1000,,,,,,,,
,,,,,82000,,,-259.2002868652344,-2.4240074157714844,1.1977744102478027,257.82354736328125,257.7550964355469,0.0003,0.0003,0.1
,,,,,82999,3510.0554,1000,,,,,,,,
,,,,,83000,,,-262.4126281738281,-2.5218029022216797,1.277751088142395,261.167236328125,261.21234130859375,0.0003,0.0003,0.1
,,,,,83999,21.510794,1000,,,,,,,,
,,,,,84000,,,-260.7274475097656,-1.9505059719085693,1.3000885248184204,259.62506103515625,259.6203918457031,0.0003,0.0003,0.1
,,,,,84999,2113.2556,1000,,,,,,,,
3385.2573,486.11252,3579.8567,1927.9193,1000.0,85000,,,-260.9269714355469,-1.951096773147583,1.6899163722991943,260.013916015625,260.0502014160156,0.0003,0.0003,0.1
,,,,,85999,3482.0925,1000,,,,,,,,
,,,,,86000,,,-267.43743896484375,-1.8732596635818481,0.8954050540924072,266.4052734375,266.61260986328125,0.0003,0.0003,0.1
,,,,,86999,3569.9548,1000,,,,,,,,
,,,,,87000,,,-263.9530029296875,-1.8522400856018066,1.2279722690582275,262.75067138671875,262.7657165527344,0.0003,0.0003,0.1
,,,,,87999,3573.6113,1000,,,,,,,,
,,,,,88000,,,-263.2488708496094,-1.6500999927520752,1.2913628816604614,262.3277282714844,262.58575439453125,0.0003,0.0003,0.1
,,,,,88999,3577.6624,1000,,,,,,,,
,,,,,89000,,,-268.84869384765625,-2.007500171661377,1.1891006231307983,267.52264404296875,267.69232177734375,0.0003,0.0003,0.1
,,,,,89999,3611.071,1000,,,,,,,,
3467.6726,270.94528,3627.9937,2662.154,1000.0,90000,,,-272.9631652832031,-2.05966854095459,1.7172613143920898,271.86212158203125,271.91064453125,0.0003,0.0003,0.1
,,,,,90999,3638.8909,1000,,,,,,,,
,,,,,91000,,,-273.5808410644531,-2.4226531982421875,3.463461399078369,272.015869140625,271.98175048828125,0.0003,0.0003,0.1
,,,,,91999,3696.5508,1000,,,,,,,,
,,,,,92000,,,-273.229248046875,-2.5943470001220703,1.7488348484039307,271.9246826171875,271.79388427734375,0.0003,0.0003,0.1
,,,,,92999,3582.894,1000,,,,,,,,
,,,,,93000,,,-280.2449035644531,-2.6427645683288574,1.322108507156372,278.9617919921875,278.8863525390625,0.0003,0.0003,0.1
,,,,,93999,3738.3396,1000,,,,,,,,
,,,,,94000,,,-284.692138671875,-2.4901113510131836,1.4247015714645386,283.4957275390625,283.5730895996094,0.0003,0.0003,0.1
,,,,,94999,3736.8423,1000,,,,,,,,
3714.849,27.228899,3755.892,3673.3376,1000.0,95000,,,-284.5833740234375,-2.465310573577881,1.5429542064666748,283.2037048339844,283.33099365234375,0.0003,0.0003,0.1
,,,,,95999,3766.7307,1000,,,,,,,,
,,,,,96000,,,-287.8703918457031,-2.5645651817321777,1.8811836242675781,286.489990234375,286.2937316894531,0.0003,0.0003,0.1
,,,,,96999,3809.7876,1000,,,,,,,,
,,,,,97000,,,-289.7616271972656,-2.633145809173584,1.4588319063186646,288.33624267578125,288.2374267578125,0.0003,0.0003,0.1
,,,,,97999,3874.657,1000,,,,,,,,
,,,,,98000,,,-296.73974609375,-2.1344993114471436,1.7443989515304565,295.46484375,295.4881896972656,0.0003,0.0003,0.1
,,,,,98999,3860.2927,1000,,,,,,,,
,,,,,99000,,,-293.25469970703125,-2.545156478881836,1.2520873546600342,291.96337890625,291.9366149902344,0.0003,0.0003,0.1
,,,,,99999,3852.4329,1000,,,,,,,,
3929.784,70.747475,3985.2974,3731.4487,1000.0,100000,,,-299.9087219238281,-2.624185085296631,1.2450751066207886,298.26312255859375,298.4099426269531,0.0003,0.0003,0.1
,,,,,100999,3863.5276,1000,,,,,,,,
,,,,,101000,,,-299.8278503417969,-2.6857752799987793,1.5500423908233643,298.50408935546875,298.3463134765625,0.0003,0.0003,0.1
,,,,,101999,3956.4788,1000,,,,,,,,
,,,,,102000,,,-303.9591064453125,-2.3152143955230713,1.2773828506469727,302.640869140625,302.56939697265625,0.0003,0.0003,0.1
,,,,,102999,3952.8157,1000,,,,,,,,
,,,,,103000,,,-304.9035949707031,-2.8557662963867188,1.1729121208190918,303.59136962890625,303.6133728027344,0.0003,0.0003,0.1
,,,,,103999,3903.906,1000,,,,,,,,
,,,,,104000,,,-308.5637512207031,-2.720322847366333,1.245295524597168,307.33477783203125,307.2781066894531,0.0003,0.0003,0.1
,,,,,104999,3993.51,1000,,,,,,,,
4032.5757,45.154182,4082.676,3940.4177,1000.0,105000,,,-312.0330810546875,-2.6846976280212402,1.2497321367263794,310.767333984375,310.69049072265625,0.0003,0.0003,0.1
,,,,,105999,3995.796,1000,,,,,,,,
,,,,,106000,,,-311.5923767089844,-2.7429909706115723,1.6427931785583496,310.2413635253906,310.2838439941406,0.0003,0.0003,0.1
,,,,,106999,3999.759,1000,,,,,,,,
,,,,,107000,,,-312.6230773925781,-2.729867935180664,1.375031590461731,311.1622314453125,311.19256591796875,0.0003,0.0003,0.1
,,,,,107999,4017.7207,1000,,,,,,,,
,,,,,108000,,,-322.0432434082031,-2.264064311981201,1.4068503379821777,320.82305908203125,320.71588134765625,0.0003,0.0003,0.1
,,,,,108999,4057.8872,1000,,,,,,,,
,,,,,109000,,,-317.6873474121094,-2.6784653663635254,1.637144923210144,316.29052734375,316.3213806152344,0.0003,0.0003,0.1
,,,,,109999,4118.416,1000,,,,,,,,
4120.859,43.699818,4202.9175,4063.2925,1000.0,110000,,,-320.3399963378906,-3.0471177101135254,1.158191204071045,319.152099609375,319.17578125,0.0003,0.0003,0.1
,,,,,110999,4088.335,1000,,,,,,,,
,,,,,111000,,,-323.6490783691406,-3.228728771209717,1.710456132888794,322.05877685546875,322.21234130859375,0.0003,0.0003,0.1
,,,,,111999,4151.74,1000,,,,,,,,
,,,,,112000,,,-325.63909912109375,-3.311089038848877,1.124462366104126,324.0042724609375,324.06463623046875,0.0003,0.0003,0.1
,,,,,112999,4181.106,1000,,,,,,,,
,,,,,113000,,,-331.9202880859375,-3.0823583602905273,1.1211977005004883,330.3922119140625,330.60302734375,0.0003,0.0003,0.1
,,,,,113999,4191.7314,1000,,,,,,,,
,,,,,114000,,,-332.8682861328125,-2.720815658569336,1.2232859134674072,331.37274169921875,331.34130859375,0.0003,0.0003,0.1
,,,,,114999,4227.392,1000,,,,,,,,
4222.84,29.917376,4274.3057,4153.446,1000.0,115000,,,-334.5292663574219,-2.7250211238861084,1.3326040506362915,333.2325439453125,333.38836669921875,0.0003,0.0003,0.1
,,,,,115999,4263.837,1000,,,,,,,,
,,,,,116000,,,-336.09375,-3.1804704666137695,1.3756418228149414,334.81365966796875,334.7535400390625,0.0003,0.0003,0.1
,,,,,116999,4209.673,1000,,,,,,,,
,,,,,117000,,,-341.59320068359375,-2.47680401802063,1.1197903156280518,340.3937683105469,340.5574035644531,0.0003,0.0003,0.1
,,,,,117999,4340.2617,1000,,,,,,,,
,,,,,118000,,,-342.8294677734375,-3.232910394668579,1.5351885557174683,341.5367736816406,341.5123291015625,0.0003,0.0003,0.1
,,,,,118999,4314.3823,1000,,,,,,,,
,,,,,119000,,,-343.17822265625,-3.398566484451294,1.3787769079208374,341.799560546875,341.6914978027344,0.0003,0.0003,0.1
,,,,,119999,4281.317,1000,,,,,,,,
4404.042,69.46144,4460.917,4204.4424,1000.0,120000,,,-341.26702880859375,-3.436864137649536,1.3198320865631104,339.56005859375,339.6754150390625,0.0003,0.0003,0.1
,,,,,120999,4386.4414,1000,,,,,,,,
,,,,,121000,,,-346.6408386230469,-3.3084802627563477,1.8354631662368774,345.208740234375,345.2257385253906,0.0003,0.0003,0.1
,,,,,121999,4355.2793,1000,,,,,,,,
,,,,,122000,,,-346.51507568359375,-3.290602207183838,1.5950303077697754,345.23797607421875,345.2668762207031,0.0003,0.0003,0.1
,,,,,122999,4365.96,1000,,,,,,,,
,,,,,123000,,,-354.060302734375,-3.0486650466918945,1.4534684419631958,352.66290283203125,352.60870361328125,0.0003,0.0003,0.1
,,,,,123999,4429.804,1000,,,,,,,,
,,,,,124000,,,-351.8634338378906,-3.0648727416992188,1.4633276462554932,350.2367248535156,350.3417663574219,0.0003,0.0003,0.1
,,,,,124999,4409.744,1000,,,,,,,,
4382.2837,38.61164,4446.835,4317.2856,1000.0,125000,,,-354.8183898925781,-3.0954155921936035,1.1554077863693237,353.4302978515625,353.43817138671875,0.0003,0.0003,0.1
,,,,,125999,4431.157,1000,,,,,,,,
,,,,,126000,,,-358.64886474609375,-3.3478264808654785,1.2366334199905396,357.2650146484375,357.25762939453125,0.0003,0.0003,0.1
,,,,,126999,4473.9414,1000,,,,,,,,
,,,,,127000,,,-358.71173095703125,-2.9336962699890137,1.3119374513626099,357.432861328125,357.2747802734375,0.0003,0.0003,0.1
,,,,,127999,4564.4165,1000,,,,,,,,
,,,,,128000,,,-358.6429748535156,-3.3928070068359375,1.3951069116592407,357.2998046875,357.146484375,0.0003,0.0003,0.1
,,,,,128999,4162.6577,1000,,,,,,,,
,,,,,129000,,,-361.972900390625,-3.8195271492004395,1.3913300037384033,360.6472473144531,360.732666015625,0.0003,0.0003,0.1
,,,,,129999,4488.608,1000,,,,,,,,
4511.9224,28.105043,4563.514,4465.4883,1000.0,130000,,,-370.6640930175781,-3.7416672706604004,1.4090200662612915,369.15216064453125,369.26971435546875,0.0003,0.0003,0.1
,,,,,130999,4488.927,1000,,,,,,,,
,,,,,131000,,,-372.4671325683594,-3.293267250061035,1.5376867055892944,371.174560546875,371.2621765136719,0.0003,0.0003,0.1
,,,,,131999,4437.741,1000,,,,,,,,
,,,,,132000,,,-369.9916076660156,-3.279221534729004,1.4852020740509033,368.68536376953125,368.6919250488281,0.0003,0.0003,0.1
,,,,,132999,4635.9053,1000,,,,,,,,
,,,,,133000,,,-369.92279052734375,-3.1767146587371826,1.3386800289154053,368.44927978515625,368.3033447265625,0.0003,0.0003,0.1
,,,,,133999,814.55316,1000,,,,,,,,
,,,,,134000,,,-368.0315246582031,-2.897587776184082,2.3797712326049805,366.63775634765625,366.6209716796875,0.0003,0.0003,0.1
,,,,,134999,4557.599,1000,,,,,,,,
4470.624,42.308018,4554.4404,4403.801,1000.0,135000,,,-375.8910217285156,-3.266134262084961,1.4549825191497803,374.5135498046875,374.70989990234375,0.0003,0.0003,0.1
,,,,,135999,2453.684,1000,,,,,,,,
,,,,,136000,,,-374.4769287109375,-2.909750461578369,1.973184585571289,373.20513916015625,373.47088623046875,0.0003,0.0003,0.1
,,,,,136999,4513.624,1000,,,,,,,,
,,,,,137000,,,-378.52642822265625,-3.229659080505371,1.418623685836792,377.4105224609375,377.3975524902344,0.0003,0.0003,0.1
,,,,,137999,4584.426,1000,,,,,,,,
,,,,,138000,,,-374.38812255859375,-3.015817165374756,1.8655858039855957,373.4034729003906,373.2355651855469,0.0003,0.0003,0.1
,,,,,138999,4494.832,1000,,,,,,,,
,,,,,139000,,,-374.6224670410156,-2.9787404537200928,1.2047303915023804,373.7630615234375,373.6582946777344,0.0003,0.0003,0.1
,,,,,139999,4556.487,1000,,,,,,,,
4557.8604,29.016817,4602.9214,4493.486,1000.0,140000,,,-382.49493408203125,-3.1241915225982666,1.5012116432189941,381.2337646484375,381.399169921875,0.0003,0.0003,0.1
,,,,,140999,4565.423,1000,,,,,,,,
,,,,,141000,,,-378.01495361328125,-3.148886203765869,2.026838779449463,376.7521667480469,376.91888427734375,0.0003,0.0003,0.1
,,,,,141999,4595.177,1000,,,,,,,,
,,,,,142000,,,-369.89556884765625,-3.287264823913574,3.193342685699463,368.23956298828125,368.22882080078125,0.0003,0.0003,0.1
,,,,,142999,4590.763,1000,,,,,,,,
,,,,,143000,,,-382.2477111816406,-3.104780673980713,1.8974450826644897,380.8544921875,380.72052001953125,0.0003,0.0003,0.1
,,,,,143999,4632.997,1000,,,,,,,,
,,,,,144000,,,-384.4915771484375,-3.7487950325012207,1.5868792533874512,382.8467712402344,382.8802795410156,0.0003,0.0003,0.1
,,,,,144999,4701.746,1000,,,,,,,,
4669.461,39.87789,4751.782,4617.3193,1000.0,145000,,,-383.3060302734375,-3.479104995727539,2.2054173946380615,381.9370422363281,381.61700439453125,0.0003,0.0003,0.1
,,,,,145999,4702.338,1000,,,,,,,,
,,,,,146000,,,-386.3035583496094,-3.321002244949341,1.820751667022705,384.609375,384.5776062011719,0.0003,0.0003,0.1
,,,,,146999,4652.143,1000,,,,,,,,
,,,,,147000,,,-392.4619140625,-3.8733625411987305,1.969847321510315,391.17181396484375,391.13134765625,0.0003,0.0003,0.1
,,,,,147999,4689.3184,1000,,,,,,,,
,,,,,148000,,,-390.8379211425781,-3.504652976989746,3.179309844970703,389.2194519042969,389.24908447265625,0.0003,0.0003,0.1
