Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,38000,,,7.061779499053955,4.289920806884766,4.4488444328308105,32.05225372314453,0.772,0.003
,,,,,38049,-93.60098,90,,,,,,
,,,,,38127,-75.186874,78,,,,,,
,,,,,38224,-70.116516,97,,,,,,
,,,,,38360,-125.50717,136,,,,,,
,,,,,38447,-82.51503,87,,,,,,
,,,,,38552,-104.90028,105,,,,,,
,,,,,38653,-69.31262,101,,,,,,
,,,,,38782,-23.041733,129,,,,,,
,,,,,38856,-66.63669,74,,,,,,
,,,,,38960,-5.0302505,104,,,,,,
,,,,,39000,,,6.45904016494751,4.568672180175781,5.168143272399902,39.06665802001953,0.766,0.003
,,,,,39036,-55.533363,76,,,,,,
,,,,,39106,-86.85738,70,,,,,,
,,,,,39179,-49.554684,73,,,,,,
,,,,,39278,-114.18135,99,,,,,,
,,,,,39412,-176.55045,134,,,,,,
,,,,,39530,-80.68841,118,,,,,,
,,,,,39606,-64.35959,76,,,,,,
,,,,,39693,-119.42857,87,,,,,,
,,,,,39760,-68.89457,67,,,,,,
,,,,,39871,-367.41977,111,,,,,,
-334.77106,353.81097,-114.124825,-1284.7205,534.1,40000,,,5.004683971405029,12.128994941711426,11.982731819152832,25.173585891723633,0.76,0.003
,,,,,40037,-36.308018,166,,,,,,
,,,,,40110,-42.26458,73,,,,,,
,,,,,40210,0.777771,100,,,,,,
,,,,,40297,-106.87786,87,,,,,,
,,,,,40380,-106.684326,83,,,,,,
,,,,,40485,-126.93919,105,,,,,,
,,,,,40558,-43.592697,73,,,,,,
,,,,,40638,-111.21599,80,,,,,,
,,,,,40702,-90.42092,64,,,,,,
,,,,,40789,-41.606308,87,,,,,,
,,,,,40925,-58.99199,136,,,,,,
,,,,,41000,,,28.372703552246094,4.428266525268555,5.469786167144775,60.057212829589844,0.754,0.003
,,,,,41058,-90.63272,133,,,,,,
,,,,,41146,-12.692459,88,,,,,,
,,,,,41251,-1.1016159,105,,,,,,
,,,,,41350,-236.11108,99,,,,,,
,,,,,41475,-59.46772,125,,,,,,
,,,,,41596,-54.45266,121,,,,,,
,,,,,41660,-90.50612,64,,,,,,
,,,,,41766,-31.315704,106,,,,,,
,,,,,41906,-13.248726,140,,,,,,
,,,,,42000,,,27.79825210571289,4.8562798500061035,4.3675127029418945,89.64094543457031,0.748,0.003
,,,,,42067,-56.263866,161,,,,,,
,,,,,42161,-35.361565,94,,,,,,
,,,,,42268,-36.281013,107,,,,,,
,,,,,42370,-96.80919,102,,,,,,
,,,,,42464,-47.317646,94,,,,,,
,,,,,42546,-63.75288,82,,,,,,
,,,,,42637,-21.024132,91,,,,,,
,,,,,42741,-85.20326,104,,,,,,
,,,,,42821,-135.78967,80,,,,,,
,,,,,42894,-68.03704,73,,,,,,
,,,,,42990,-59.065502,96,,,,,,
,,,,,43000,,,13.629780769348145,5.795341968536377,4.96721076965332,49.50741195678711,0.742,0.003
,,,,,43079,-79.645546,89,,,,,,
,,,,,43219,-54.318497,140,,,,,,
,,,,,43305,-100.696976,86,,,,,,
,,,,,43386,-55.754406,81,,,,,,
,,,,,43499,-127.259254,113,,,,,,
,,,,,43597,-95.29471,98,,,,,,
,,,,,43669,-46.30912,72,,,,,,
,,,,,43746,-110.64905,77,,,,,,
,,,,,43861,-10.674713,115,,,,,,
,,,,,43983,-73.13785,122,,,,,,
,,,,,44000,,,9.919037818908691,9.419586181640625,9.861679077148438,35.667076110839844,0.736,0.003
,,,,,44083,-74.11184,100,,,,,,
,,,,,44184,-102.90573,101,,,,,,
,,,,,44304,-52.976276,120,,,,,,
,,,,,44426,-109.04593,122,,,,,,
,,,,,44557,-76.55845,131,,,,,,
,,,,,44675,-64.432465,118,,,,,,
,,,,,44756,-50.872696,81,,,,,,
,,,,,44822,-41.31135,66,,,,,,
